"zcta","county","tract","CountyName","ZIPName","pop20","afact"
"ZIP census tabulation area","County code","Tract","County name","ZIP Code name","Total population (2020 Census)","zcta-to-tract allocation factor"
"60429","17031","8284.02","Cook IL","Hazel Crest, IL",935,0.0637 
"60429","17031","8299.02","Cook IL","Hazel Crest, IL",1839,0.1252 
"60430","17031","8255.03","Cook IL","Homewood, IL",2126,0.1055 
"60430","17031","8255.04","Cook IL","Homewood, IL",205,0.0102 
"60430","17031","8283.00","Cook IL","Homewood, IL",1,0 
"60430","17031","8284.01","Cook IL","Homewood, IL",3259,0.1618 
"60430","17031","8284.02","Cook IL","Homewood, IL",2753,0.1367 
"60430","17031","8286.01","Cook IL","Homewood, IL",4198,0.2084 
"60430","17031","8286.02","Cook IL","Homewood, IL",4666,0.2316 
"60430","17031","8298.00","Cook IL","Homewood, IL",1980,0.0983 
"60430","17031","8299.02","Cook IL","Homewood, IL",958,0.0476 
"60431","17093","8907.02","Kendall IL","Joliet, IL",3035,0.113 
"60431","17093","8907.03","Kendall IL","Joliet, IL",4800,0.1788 
"60431","17197","8804.12","Will IL","Joliet, IL",20,0.0007 
"60431","17197","8804.14","Will IL","Joliet, IL",4168,0.1552 
"60431","17197","8804.27","Will IL","Joliet, IL",1616,0.0602 
"60431","17197","8832.09","Will IL","Joliet, IL",2794,0.104 
"60431","17197","8832.10","Will IL","Joliet, IL",2095,0.078 
"60431","17197","8832.11","Will IL","Joliet, IL",3550,0.1322 
"60431","17197","8832.14","Will IL","Joliet, IL",1142,0.0425 
"60431","17197","8832.17","Will IL","Joliet, IL",58,0.0022 
"60431","17197","8832.18","Will IL","Joliet, IL",3575,0.1331 
"60432","17197","8807.02","Will IL","Joliet, IL",30,0.0015 
"60432","17197","8810.09","Will IL","Joliet, IL",23,0.0012 
"60432","17197","8810.10","Will IL","Joliet, IL",17,0.0009 
"60432","17197","8811.08","Will IL","Joliet, IL",2299,0.115 
"60432","17197","8812.01","Will IL","Joliet, IL",2460,0.1231 
"60432","17197","8812.02","Will IL","Joliet, IL",2095,0.1048 
"60432","17197","8813.01","Will IL","Joliet, IL",3040,0.1521 
"60432","17197","8813.02","Will IL","Joliet, IL",1307,0.0654 
"60432","17197","8820.00","Will IL","Joliet, IL",1517,0.0759 
"60432","17197","8821.00","Will IL","Joliet, IL",2377,0.1189 
"60432","17197","8822.00","Will IL","Joliet, IL",4824,0.2413 
"60433","17197","8811.08","Will IL","Joliet, IL",700,0.0424 
"60433","17197","8811.09","Will IL","Joliet, IL",24,0.0015 
"60433","17197","8811.12","Will IL","Joliet, IL",14,0.0008 
"60433","17197","8820.00","Will IL","Joliet, IL",780,0.0472 
"60433","17197","8823.00","Will IL","Joliet, IL",3891,0.2354 
"60433","17197","8824.00","Will IL","Joliet, IL",3811,0.2306 
"60433","17197","8825.00","Will IL","Joliet, IL",1156,0.07 
"60433","17197","8830.00","Will IL","Joliet, IL",3428,0.2074 
"60433","17197","8831.00","Will IL","Joliet, IL",2722,0.1647 
"60435","17197","8804.12","Will IL","Joliet, IL",2932,0.0599 
"60435","17197","8804.14","Will IL","Joliet, IL",25,0.0005 
"60435","17197","8804.27","Will IL","Joliet, IL",1057,0.0216 
"60435","17197","8804.28","Will IL","Joliet, IL",4027,0.0823 
"60435","17197","8809.01","Will IL","Joliet, IL",89,0.0018 
"60435","17197","8814.01","Will IL","Joliet, IL",3413,0.0698 
"60435","17197","8814.02","Will IL","Joliet, IL",3266,0.0668 
"60435","17197","8815.00","Will IL","Joliet, IL",3558,0.0727 
"60435","17197","8816.01","Will IL","Joliet, IL",1979,0.0404 
"60435","17197","8816.03","Will IL","Joliet, IL",3301,0.0675 
"60435","17197","8816.04","Will IL","Joliet, IL",1151,0.0235 
"60435","17197","8817.00","Will IL","Joliet, IL",3170,0.0648 
"60435","17197","8818.00","Will IL","Joliet, IL",4057,0.0829 
"60435","17197","8819.00","Will IL","Joliet, IL",3732,0.0763 
"60435","17197","8827.01","Will IL","Joliet, IL",1982,0.0405 
"60435","17197","8827.02","Will IL","Joliet, IL",2542,0.052 
"60435","17197","8828.01","Will IL","Joliet, IL",1218,0.0249 
"60435","17197","8828.02","Will IL","Joliet, IL",813,0.0166 
"60435","17197","8832.06","Will IL","Joliet, IL",4211,0.0861 
"60435","17197","8832.08","Will IL","Joliet, IL",2248,0.0459 
"60435","17197","8832.09","Will IL","Joliet, IL",107,0.0022 
"60435","17197","8832.10","Will IL","Joliet, IL",49,0.001 
"60436","17197","8819.00","Will IL","Joliet, IL",38,0.0021 
"60436","17197","8820.00","Will IL","Joliet, IL",855,0.0461 
"60436","17197","8825.00","Will IL","Joliet, IL",934,0.0504 
"60436","17197","8826.01","Will IL","Joliet, IL",3301,0.1781 
"60436","17197","8826.02","Will IL","Joliet, IL",2809,0.1516 
"60436","17197","8827.01","Will IL","Joliet, IL",517,0.0279 
"60436","17197","8827.02","Will IL","Joliet, IL",553,0.0298 
"60436","17197","8828.01","Will IL","Joliet, IL",1504,0.0811 
"60436","17197","8828.02","Will IL","Joliet, IL",2205,0.119 
"60436","17197","8829.00","Will IL","Joliet, IL",2387,0.1288 
"60436","17197","8831.00","Will IL","Joliet, IL",1218,0.0657 
"60436","17197","8832.10","Will IL","Joliet, IL",591,0.0319 
"60436","17197","8832.11","Will IL","Joliet, IL",1451,0.0783 
"60436","17197","8833.07","Will IL","Joliet, IL",172,0.0093 
"60437","17063","0006.00","Grundy IL","Kinsman, IL",168,1 
"60438","17031","8279.01","Cook IL","Lansing, IL",73,0.0025 
"60438","17031","8279.02","Cook IL","Lansing, IL",4558,0.1537 
"60438","17031","8280.00","Cook IL","Lansing, IL",5411,0.1824 
"60438","17031","8281.00","Cook IL","Lansing, IL",5083,0.1714 
"60438","17031","8282.01","Cook IL","Lansing, IL",4491,0.1514 
"60438","17031","8282.02","Cook IL","Lansing, IL",4590,0.1547 
"60438","17031","8285.05","Cook IL","Lansing, IL",5155,0.1738 
"60438","17031","8285.07","Cook IL","Lansing, IL",300,0.0101 
"60439","17031","8240.03","Cook IL","Lemont, IL",6242,0.2566 
"60439","17031","8240.04","Cook IL","Lemont, IL",5158,0.212 
"60439","17031","8240.05","Cook IL","Lemont, IL",5933,0.2439 
"60439","17031","8240.06","Cook IL","Lemont, IL",5096,0.2095 
"60439","17043","8458.03","DuPage IL","Lemont, IL",1520,0.0625 
"60439","17197","8802.02","Will IL","Lemont, IL",120,0.0049 
"60439","17197","8810.01","Will IL","Lemont, IL",149,0.0061 
"60439","17197","8810.02","Will IL","Lemont, IL",109,0.0045 
"60440","17043","8463.11","DuPage IL","Bolingbrook, IL",1468,0.0282 
"60440","17197","8801.05","Will IL","Bolingbrook, IL",7471,0.1436 
"60440","17197","8801.06","Will IL","Bolingbrook, IL",4494,0.0864 
"60440","17197","8801.07","Will IL","Bolingbrook, IL",5101,0.098 
"60440","17197","8801.09","Will IL","Bolingbrook, IL",5261,0.1011 
"60440","17197","8801.11","Will IL","Bolingbrook, IL",3683,0.0708 
"60440","17197","8801.12","Will IL","Bolingbrook, IL",2031,0.039 
"60440","17197","8801.13","Will IL","Bolingbrook, IL",3725,0.0716 
"60440","17197","8801.14","Will IL","Bolingbrook, IL",2896,0.0557 
"60440","17197","8801.15","Will IL","Bolingbrook, IL",3276,0.063 
"60440","17197","8801.16","Will IL","Bolingbrook, IL",2913,0.056 
"60440","17197","8801.17","Will IL","Bolingbrook, IL",3649,0.0701 
"60440","17197","8801.18","Will IL","Bolingbrook, IL",1027,0.0197 
"60440","17197","8801.23","Will IL","Bolingbrook, IL",2517,0.0484 
"60440","17197","8801.24","Will IL","Bolingbrook, IL",2519,0.0484 
"60441","17197","8802.02","Will IL","Lockport, IL",209,0.0056 
"60441","17197","8804.27","Will IL","Lockport, IL",60,0.0016 
"60441","17197","8804.28","Will IL","Lockport, IL",596,0.0161 
"60441","17197","8805.02","Will IL","Lockport, IL",4998,0.1347 
"60441","17197","8806.01","Will IL","Lockport, IL",3069,0.0827 
"60441","17197","8806.02","Will IL","Lockport, IL",3389,0.0914 
"60441","17197","8807.01","Will IL","Lockport, IL",4405,0.1188 
"60441","17197","8807.02","Will IL","Lockport, IL",2682,0.0723 
"60441","17197","8809.01","Will IL","Lockport, IL",324,0.0087 
"60441","17197","8809.03","Will IL","Lockport, IL",22,0.0006 
"60441","17197","8810.01","Will IL","Lockport, IL",2906,0.0783 
"60441","17197","8810.07","Will IL","Lockport, IL",1178,0.0318 
"60441","17197","8810.09","Will IL","Lockport, IL",7902,0.213 
"60441","17197","8810.10","Will IL","Lockport, IL",2468,0.0665 
"60441","17197","8841.01","Will IL","Lockport, IL",28,0.0008 
"60441","17197","8841.03","Will IL","Lockport, IL",118,0.0032 
"60441","17197","9801.00","Will IL","Lockport, IL",2739,0.0738 
"60442","17197","8811.09","Will IL","Manhattan, IL",15,0.0012 
"60442","17197","8811.12","Will IL","Manhattan, IL",42,0.0034 
"60442","17197","8811.13","Will IL","Manhattan, IL",16,0.0013 
"60442","17197","8833.04","Will IL","Manhattan, IL",633,0.0518 
"60442","17197","8833.07","Will IL","Manhattan, IL",42,0.0034 
"60442","17197","8835.07","Will IL","Manhattan, IL",81,0.0066 
"60442","17197","8835.09","Will IL","Manhattan, IL",4521,0.37 
"60442","17197","8835.10","Will IL","Manhattan, IL",6868,0.5621 
"60443","17031","8300.01","Cook IL","Matteson, IL",2432,0.1141 
"60443","17031","8300.03","Cook IL","Matteson, IL",7624,0.3578 
"60443","17031","8300.04","Cook IL","Matteson, IL",7050,0.3308 
"60443","17031","8300.06","Cook IL","Matteson, IL",2526,0.1185 
"60443","17031","8300.07","Cook IL","Matteson, IL",148,0.0069 
"60443","17031","8300.08","Cook IL","Matteson, IL",38,0.0018 
"60443","17031","8301.00","Cook IL","Matteson, IL",51,0.0024 
"60443","17031","8302.01","Cook IL","Matteson, IL",759,0.0356 
"60443","17031","8302.02","Cook IL","Matteson, IL",681,0.032 
"60444","17063","0005.00","Grundy IL","Mazon, IL",90,0.0504 
"60444","17063","0006.00","Grundy IL","Mazon, IL",1633,0.9154 
"60444","17063","0007.00","Grundy IL","Mazon, IL",17,0.0095 
"60444","17063","0008.00","Grundy IL","Mazon, IL",44,0.0247 
"60445","17031","8244.00","Cook IL","Midlothian, IL",16,0.0011 
"60445","17031","8245.03","Cook IL","Midlothian, IL",164,0.0112 
"60445","17031","8246.01","Cook IL","Midlothian, IL",2455,0.1671 
"60445","17031","8246.02","Cook IL","Midlothian, IL",2758,0.1877 
"60445","17031","8247.01","Cook IL","Midlothian, IL",3782,0.2574 
"60445","17031","8247.02","Cook IL","Midlothian, IL",5453,0.3712 
"60445","17031","8250.00","Cook IL","Midlothian, IL",64,0.0044 
"60446","17197","8801.24","Will IL","Romeoville, IL",16,0.0004 
"60446","17197","8802.02","Will IL","Romeoville, IL",4380,0.1082 
"60446","17197","8802.03","Will IL","Romeoville, IL",3813,0.0942 
"60446","17197","8802.04","Will IL","Romeoville, IL",5078,0.1255 
"60446","17197","8804.25","Will IL","Romeoville, IL",4649,0.1149 
"60446","17197","8804.26","Will IL","Romeoville, IL",3960,0.0979 
"60446","17197","8805.08","Will IL","Romeoville, IL",3775,0.0933 
"60446","17197","8805.09","Will IL","Romeoville, IL",3908,0.0966 
"60446","17197","8805.10","Will IL","Romeoville, IL",3187,0.0788 
"60446","17197","8805.11","Will IL","Romeoville, IL",3997,0.0988 
"60446","17197","8841.01","Will IL","Romeoville, IL",3702,0.0915 
"60447","17063","0001.02","Grundy IL","Minooka, IL",7873,0.4999 
"60447","17063","0001.03","Grundy IL","Minooka, IL",2882,0.183 
"60447","17063","0002.00","Grundy IL","Minooka, IL",28,0.0018 
"60447","17093","8907.02","Kendall IL","Minooka, IL",218,0.0138 
"60447","17093","8907.03","Kendall IL","Minooka, IL",1995,0.1267 
"60447","17197","8832.12","Will IL","Minooka, IL",121,0.0077 
"60447","17197","8833.03","Will IL","Minooka, IL",2633,0.1672 
"60448","17197","8810.07","Will IL","Mokena, IL",661,0.0259 
"60448","17197","8811.05","Will IL","Mokena, IL",4448,0.1743 
"60448","17197","8835.13","Will IL","Mokena, IL",2588,0.1014 
"60448","17197","8835.14","Will IL","Mokena, IL",347,0.0136 
"60448","17197","8835.15","Will IL","Mokena, IL",1419,0.0556 
"60448","17197","8835.16","Will IL","Mokena, IL",962,0.0377 
"60448","17197","8835.17","Will IL","Mokena, IL",3266,0.128 
"60448","17197","8835.19","Will IL","Mokena, IL",5242,0.2055 
"60448","17197","8835.21","Will IL","Mokena, IL",3304,0.1295 
"60448","17197","8835.22","Will IL","Mokena, IL",3275,0.1284 
"60449","17031","8300.08","Cook IL","Monee, IL",15,0.0017 
"60449","17197","8835.07","Will IL","Monee, IL",2266,0.2529 
"60449","17197","8836.02","Will IL","Monee, IL",5471,0.6105 
"60449","17197","8836.06","Will IL","Monee, IL",1137,0.1269 
"60449","17197","8839.03","Will IL","Monee, IL",72,0.008 
"60450","17063","0001.02","Grundy IL","Morris, IL",382,0.0183 
"60450","17063","0001.03","Grundy IL","Morris, IL",574,0.0275 
"60450","17063","0002.00","Grundy IL","Morris, IL",6663,0.3192 
"60450","17063","0003.00","Grundy IL","Morris, IL",3350,0.1605 
"60450","17063","0004.00","Grundy IL","Morris, IL",5675,0.2718 
"60450","17063","0005.00","Grundy IL","Morris, IL",2506,0.12 
"60450","17063","0006.00","Grundy IL","Morris, IL",33,0.0016 
"60450","17063","0007.00","Grundy IL","Morris, IL",1615,0.0774 
"60450","17093","8907.03","Kendall IL","Morris, IL",79,0.0038 
"60451","17197","8810.10","Will IL","New Lenox, IL",236,0.0065 
"60451","17197","8811.05","Will IL","New Lenox, IL",3095,0.0847 
"60451","17197","8811.07","Will IL","New Lenox, IL",2857,0.0781 
"60451","17197","8811.08","Will IL","New Lenox, IL",3747,0.1025 
"60451","17197","8811.09","Will IL","New Lenox, IL",4359,0.1192 
"60451","17197","8811.11","Will IL","New Lenox, IL",2971,0.0813 
"60451","17197","8811.12","Will IL","New Lenox, IL",5525,0.1511 
"60451","17197","8811.13","Will IL","New Lenox, IL",5477,0.1498 
"60451","17197","8811.15","Will IL","New Lenox, IL",4311,0.1179 
"60451","17197","8811.16","Will IL","New Lenox, IL",3809,0.1042 
"60451","17197","8835.10","Will IL","New Lenox, IL",174,0.0048 
"60452","17031","8245.03","Cook IL","Oak Forest, IL",197,0.0072 
"60452","17031","8245.05","Cook IL","Oak Forest, IL",6783,0.2479 
"60452","17031","8245.08","Cook IL","Oak Forest, IL",1744,0.0637 
"60452","17031","8245.09","Cook IL","Oak Forest, IL",4154,0.1518 
"60452","17031","8246.01","Cook IL","Oak Forest, IL",1578,0.0577 
"60452","17031","8246.02","Cook IL","Oak Forest, IL",3487,0.1274 
"60452","17031","8250.00","Cook IL","Oak Forest, IL",4702,0.1718 
"60452","17031","8252.00","Cook IL","Oak Forest, IL",2016,0.0737 
"60452","17031","8253.02","Cook IL","Oak Forest, IL",2696,0.0985 
"60452","17031","8256.00","Cook IL","Oak Forest, IL",6,0.0002 
"60453","17031","8221.01","Cook IL","Oak Lawn, IL",4606,0.0789 
"60453","17031","8221.02","Cook IL","Oak Lawn, IL",4504,0.0772 
"60453","17031","8222.00","Cook IL","Oak Lawn, IL",3929,0.0673 
"60453","17031","8223.01","Cook IL","Oak Lawn, IL",4088,0.07 
"60453","17031","8223.02","Cook IL","Oak Lawn, IL",4447,0.0762 
"60453","17031","8224.00","Cook IL","Oak Lawn, IL",4637,0.0795 
"60453","17031","8225.00","Cook IL","Oak Lawn, IL",4496,0.077 
"60453","17031","8226.01","Cook IL","Oak Lawn, IL",4793,0.0821 
"60453","17031","8226.02","Cook IL","Oak Lawn, IL",7296,0.125 
"60453","17031","8227.01","Cook IL","Oak Lawn, IL",4438,0.076 
"60453","17031","8227.02","Cook IL","Oak Lawn, IL",3828,0.0656 
"60453","17031","8228.01","Cook IL","Oak Lawn, IL",3258,0.0558 
"60453","17031","8228.02","Cook IL","Oak Lawn, IL",3669,0.0629 
"60453","17031","8229.00","Cook IL","Oak Lawn, IL",142,0.0024 
"60453","17031","8230.01","Cook IL","Oak Lawn, IL",13,0.0002 
"60453","17031","8232.00","Cook IL","Oak Lawn, IL",218,0.0037 
"60455","17031","8205.01","Cook IL","Bridgeview, IL",4556,0.2665 
"60455","17031","8205.02","Cook IL","Bridgeview, IL",5380,0.3147 
"60455","17031","8206.04","Cook IL","Bridgeview, IL",133,0.0078 
"60455","17031","8210.01","Cook IL","Bridgeview, IL",306,0.0179 
"60455","17031","8229.00","Cook IL","Bridgeview, IL",1936,0.1132 
"60455","17031","8237.03","Cook IL","Bridgeview, IL",4787,0.28 
"60456","17031","8220.00","Cook IL","Hometown, IL",4343,1 
"60457","17031","8206.05","Cook IL","Hickory Hills, IL",1182,0.082 
"60457","17031","8206.06","Cook IL","Hickory Hills, IL",711,0.0493 
"60457","17031","8237.02","Cook IL","Hickory Hills, IL",371,0.0257 
"60457","17031","8237.03","Cook IL","Hickory Hills, IL",3299,0.2288 
"60457","17031","8237.04","Cook IL","Hickory Hills, IL",4191,0.2906 
"60457","17031","8237.05","Cook IL","Hickory Hills, IL",4666,0.3236 
"60458","17031","8205.01","Cook IL","Justice, IL",764,0.0527 
"60458","17031","8206.03","Cook IL","Justice, IL",5530,0.3813 
"60458","17031","8206.04","Cook IL","Justice, IL",3556,0.2452 
"60458","17031","8206.05","Cook IL","Justice, IL",3341,0.2304 
"60458","17031","8206.06","Cook IL","Justice, IL",1313,0.0905 
"60459","17031","8209.01","Cook IL","Burbank, IL",4633,0.1573 
"60459","17031","8209.02","Cook IL","Burbank, IL",5048,0.1714 
"60459","17031","8210.01","Cook IL","Burbank, IL",4899,0.1663 
"60459","17031","8210.02","Cook IL","Burbank, IL",5764,0.1957 
"60459","17031","8211.01","Cook IL","Burbank, IL",4876,0.1656 
"60459","17031","8211.02","Cook IL","Burbank, IL",4231,0.1437 
"60460","17105","9602.00","Livingston IL","Odell, IL",1352,0.9331 
"60460","17105","9603.00","Livingston IL","Odell, IL",97,0.0669 
"60461","17031","8293.01","Cook IL","Olympia Fields, IL",538,0.1124 
"60461","17031","8300.04","Cook IL","Olympia Fields, IL",479,0.1001 
"60461","17031","8300.05","Cook IL","Olympia Fields, IL",3768,0.7875 
"60462","17031","8238.01","Cook IL","Orland Park, IL",251,0.0062 
"60462","17031","8239.01","Cook IL","Orland Park, IL",578,0.0143 
"60462","17031","8239.03","Cook IL","Orland Park, IL",1191,0.0294 
"60462","17031","8239.04","Cook IL","Orland Park, IL",154,0.0038 
"60462","17031","8241.05","Cook IL","Orland Park, IL",7297,0.18 
"60462","17031","8241.06","Cook IL","Orland Park, IL",7021,0.1732 
"60462","17031","8241.07","Cook IL","Orland Park, IL",6747,0.1664 
"60462","17031","8241.14","Cook IL","Orland Park, IL",4046,0.0998 
"60462","17031","8241.15","Cook IL","Orland Park, IL",3843,0.0948 
"60462","17031","8241.16","Cook IL","Orland Park, IL",4471,0.1103 
"60462","17031","8241.21","Cook IL","Orland Park, IL",762,0.0188 
"60462","17031","8241.25","Cook IL","Orland Park, IL",405,0.01 
"60462","17031","8245.03","Cook IL","Orland Park, IL",1917,0.0473 
"60462","17031","8245.08","Cook IL","Orland Park, IL",1856,0.0458 
"60463","17031","8236.02","Cook IL","Palos Heights, IL",1813,0.1291 
"60463","17031","8236.04","Cook IL","Palos Heights, IL",3509,0.2498 
"60463","17031","8236.05","Cook IL","Palos Heights, IL",2916,0.2076 
"60463","17031","8239.01","Cook IL","Palos Heights, IL",315,0.0224 
"60463","17031","8239.03","Cook IL","Palos Heights, IL",1658,0.118 
"60463","17031","8239.04","Cook IL","Palos Heights, IL",3837,0.2731 
"60464","17031","8238.01","Cook IL","Palos Park, IL",5284,0.5294 
"60464","17031","8239.01","Cook IL","Palos Park, IL",2622,0.2627 
"60464","17031","8239.03","Cook IL","Palos Park, IL",1808,0.1811 
"60464","17031","8239.04","Cook IL","Palos Park, IL",52,0.0052 
"60464","17031","8240.04","Cook IL","Palos Park, IL",216,0.0216 
"60465","17031","8237.02","Cook IL","Palos Hills, IL",6679,0.3604 
"60465","17031","8237.03","Cook IL","Palos Hills, IL",573,0.0309 
"60465","17031","8238.03","Cook IL","Palos Hills, IL",7146,0.3856 
"60465","17031","8238.05","Cook IL","Palos Hills, IL",3189,0.1721 
"60465","17031","8238.06","Cook IL","Palos Hills, IL",943,0.0509 
"60466","17031","8294.02","Cook IL","Park Forest, IL",3080,0.1406 
"60466","17031","8301.00","Cook IL","Park Forest, IL",3246,0.1482 
"60466","17031","8302.02","Cook IL","Park Forest, IL",2696,0.1231 
"60466","17031","8303.00","Cook IL","Park Forest, IL",5369,0.2451 
"60466","17031","8304.00","Cook IL","Park Forest, IL",4091,0.1868 
"60466","17197","8836.03","Will IL","Park Forest, IL",2318,0.1058 
"60466","17197","8838.03","Will IL","Park Forest, IL",996,0.0455 
"60466","17197","8838.04","Will IL","Park Forest, IL",46,0.0021 
"60466","17197","8838.09","Will IL","Park Forest, IL",62,0.0028 
"60467","17031","8238.01","Cook IL","Orland Park, IL",123,0.0047 
"60467","17031","8241.13","Cook IL","Orland Park, IL",6322,0.2422 
"60467","17031","8241.14","Cook IL","Orland Park, IL",1253,0.048 
"60467","17031","8241.16","Cook IL","Orland Park, IL",773,0.0296 
"60467","17031","8241.19","Cook IL","Orland Park, IL",5456,0.2091 
"60467","17031","8241.24","Cook IL","Orland Park, IL",711,0.0272 
"60467","17031","8241.28","Cook IL","Orland Park, IL",4638,0.1777 
"60467","17031","8241.29","Cook IL","Orland Park, IL",4357,0.1669 
"60467","17197","8810.06","Will IL","Orland Park, IL",2106,0.0807 
"60467","17197","8835.19","Will IL","Orland Park, IL",359,0.0138 
"60468","17091","0102.04","Kankakee IL","Peotone, IL",95,0.0155 
"60468","17197","8833.04","Will IL","Peotone, IL",61,0.01 
"60468","17197","8835.07","Will IL","Peotone, IL",122,0.02 
"60468","17197","8839.03","Will IL","Peotone, IL",1471,0.2407 
"60468","17197","8839.04","Will IL","Peotone, IL",4363,0.7138 
"60469","17031","8248.00","Cook IL","Posen, IL",5113,0.9349 
"60469","17031","8268.00","Cook IL","Posen, IL",356,0.0651 
"60470","17063","0006.00","Grundy IL","Ransom, IL",11,0.019 
"60470","17099","9637.00","La Salle IL","Ransom, IL",549,0.9466 
"60470","17105","9603.00","Livingston IL","Ransom, IL",20,0.0345 
"60471","17031","8300.07","Cook IL","Richton Park, IL",4490,0.3413 
"60471","17031","8300.08","Cook IL","Richton Park, IL",4275,0.325 
"60471","17031","8302.01","Cook IL","Richton Park, IL",4346,0.3304 
"60471","17197","8836.03","Will IL","Richton Park, IL",44,0.0033 
"60472","17031","8236.03","Cook IL","Robbins, IL",788,0.1687 
"60472","17031","8243.00","Cook IL","Robbins, IL",3348,0.7168 
"60472","17031","8244.00","Cook IL","Robbins, IL",535,0.1145 
"60473","17031","8262.01","Cook IL","South Holland, IL",194,0.009 
"60473","17031","8263.01","Cook IL","South Holland, IL",2330,0.1076 
"60473","17031","8263.03","Cook IL","South Holland, IL",1706,0.0788 
"60473","17031","8272.00","Cook IL","South Holland, IL",924,0.0427 
"60473","17031","8275.00","Cook IL","South Holland, IL",91,0.0042 
"60473","17031","8278.01","Cook IL","South Holland, IL",4645,0.2144 
"60473","17031","8278.02","Cook IL","South Holland, IL",3314,0.153 
"60473","17031","8278.04","Cook IL","South Holland, IL",3149,0.1454 
"60473","17031","8278.05","Cook IL","South Holland, IL",2953,0.1363 
"60473","17031","8279.01","Cook IL","South Holland, IL",2348,0.1084 
"60473","17031","8283.00","Cook IL","South Holland, IL",7,0.0003 
"60474","17063","0009.00","Grundy IL","South Wilmington, IL (PO boxes)",824,1 
"60475","17031","8294.02","Cook IL","Steger, IL",8,0.0008 
"60475","17031","8295.00","Cook IL","Steger, IL",91,0.0091 
"60475","17031","8296.00","Cook IL","Steger, IL",3035,0.3044 
"60475","17031","8297.00","Cook IL","Steger, IL",1111,0.1114 
"60475","17197","8837.00","Will IL","Steger, IL",3255,0.3265 
"60475","17197","8838.03","Will IL","Steger, IL",1367,0.1371 
"60475","17197","8838.04","Will IL","Steger, IL",1102,0.1105 
"60476","17031","8283.00","Cook IL","Thornton, IL",2388,1 
"60477","17031","8241.22","Cook IL","Tinley Park, IL",6209,0.1663 
"60477","17031","8241.23","Cook IL","Tinley Park, IL",7753,0.2077 
"60477","17031","8245.07","Cook IL","Tinley Park, IL",4136,0.1108 
"60477","17031","8245.08","Cook IL","Tinley Park, IL",99,0.0027 
"60477","17031","8253.02","Cook IL","Tinley Park, IL",3242,0.0868 
"60477","17031","8253.03","Cook IL","Tinley Park, IL",3785,0.1014 
"60477","17031","8253.04","Cook IL","Tinley Park, IL",3923,0.1051 
"60477","17031","8254.00","Cook IL","Tinley Park, IL",5337,0.1429 
"60477","17031","8255.01","Cook IL","Tinley Park, IL",47,0.0013 
"60477","17031","8299.04","Cook IL","Tinley Park, IL",2779,0.0744 
"60477","17197","8835.14","Will IL","Tinley Park, IL",25,0.0007 
"60478","17031","8255.01","Cook IL","Country Club Hills, IL",2435,0.1441 
"60478","17031","8255.04","Cook IL","Country Club Hills, IL",1966,0.1164 
"60478","17031","8255.05","Cook IL","Country Club Hills, IL",5364,0.3175 
"60478","17031","8256.00","Cook IL","Country Club Hills, IL",67,0.004 
"60478","17031","8299.02","Cook IL","Country Club Hills, IL",1151,0.0681 
"60478","17031","8299.03","Cook IL","Country Club Hills, IL",4529,0.2681 
"60478","17031","8299.04","Cook IL","Country Club Hills, IL",1381,0.0817 
"60479","17063","0005.00","Grundy IL","Verona, IL",131,0.1912 
"60479","17063","0006.00","Grundy IL","Verona, IL",554,0.8088 
"60480","17031","8202.02","Cook IL","Willow Springs, IL",776,0.1472 
"60480","17031","8202.03","Cook IL","Willow Springs, IL",2439,0.4626 
"60480","17031","8206.06","Cook IL","Willow Springs, IL",1842,0.3494 
"60480","17031","8238.01","Cook IL","Willow Springs, IL",215,0.0408 
"60481","17063","0007.00","Grundy IL","Wilmington, IL",240,0.0208 
"60481","17091","0103.00","Kankakee IL","Wilmington, IL",60,0.0052 
"60481","17197","8833.04","Will IL","Wilmington, IL",1000,0.0868 
"60481","17197","8833.06","Will IL","Wilmington, IL",90,0.0078 
"60481","17197","8834.01","Will IL","Wilmington, IL",4018,0.3488 
"60481","17197","8834.02","Will IL","Wilmington, IL",1933,0.1678 
"60481","17197","8840.03","Will IL","Wilmington, IL",1,0.0001 
"60481","17197","8840.04","Will IL","Wilmington, IL",719,0.0624 
"60481","17197","8840.05","Will IL","Wilmington, IL",1367,0.1187 
"60481","17197","8840.06","Will IL","Wilmington, IL",2090,0.1815 
"60482","17031","8231.01","Cook IL","Worth, IL",4424,0.3944 
"60482","17031","8231.02","Cook IL","Worth, IL",3642,0.3247 
"60482","17031","8232.00","Cook IL","Worth, IL",246,0.0219 
"60482","17031","8238.06","Cook IL","Worth, IL",2904,0.2589 
"60484","17197","8836.02","Will IL","University Park, IL",9,0.0013 
"60484","17197","8836.03","Will IL","University Park, IL",557,0.0824 
"60484","17197","8836.05","Will IL","University Park, IL",2891,0.4276 
"60484","17197","8836.06","Will IL","University Park, IL",3001,0.4439 
"60484","17197","8838.09","Will IL","University Park, IL",303,0.0448 
"60487","17031","8241.21","Cook IL","Tinley Park, IL",2376,0.09 
"60487","17031","8241.24","Cook IL","Tinley Park, IL",2968,0.1125 
"60487","17031","8241.25","Cook IL","Tinley Park, IL",3693,0.1399 
"60487","17031","8241.26","Cook IL","Tinley Park, IL",5951,0.2255 
"60487","17031","8241.27","Cook IL","Tinley Park, IL",3706,0.1404 
"60487","17031","8299.04","Cook IL","Tinley Park, IL",8,0.0003 
