"zcta","county","tract","CountyName","ZIPName","pop20","afact"
"ZIP census tabulation area","County code","Tract","County name","ZIP Code name","Total population (2020 Census)","zcta-to-tract allocation factor"
"60002","17097","8608.05","Lake IL","Antioch, IL",1648,0.0684 
"60002","17097","8608.06","Lake IL","Antioch, IL",5148,0.2137 
"60002","17097","8608.08","Lake IL","Antioch, IL",2639,0.1096 
"60002","17097","8608.09","Lake IL","Antioch, IL",2928,0.1216 
"60002","17097","8608.11","Lake IL","Antioch, IL",4037,0.1676 
"60002","17097","8608.12","Lake IL","Antioch, IL",3816,0.1584 
"60002","17097","8608.13","Lake IL","Antioch, IL",3300,0.137 
"60002","17097","8610.07","Lake IL","Antioch, IL",35,0.0015 
"60002","17097","8610.12","Lake IL","Antioch, IL",336,0.014 
"60002","17097","8660.00","Lake IL","Antioch, IL",199,0.0083 
"60004","17031","8025.03","Cook IL","Arlington Heights, IL",180,0.0034 
"60004","17031","8026.08","Cook IL","Arlington Heights, IL",3167,0.0603 
"60004","17031","8028.01","Cook IL","Arlington Heights, IL",4492,0.0855 
"60004","17031","8029.00","Cook IL","Arlington Heights, IL",6055,0.1152 
"60004","17031","8030.05","Cook IL","Arlington Heights, IL",2042,0.0389 
"60004","17031","8030.07","Cook IL","Arlington Heights, IL",3414,0.065 
"60004","17031","8030.08","Cook IL","Arlington Heights, IL",4767,0.0907 
"60004","17031","8030.10","Cook IL","Arlington Heights, IL",2414,0.0459 
"60004","17031","8030.12","Cook IL","Arlington Heights, IL",1110,0.0211 
"60004","17031","8030.15","Cook IL","Arlington Heights, IL",1841,0.035 
"60004","17031","8030.16","Cook IL","Arlington Heights, IL",2490,0.0474 
"60004","17031","8030.17","Cook IL","Arlington Heights, IL",4268,0.0812 
"60004","17031","8031.00","Cook IL","Arlington Heights, IL",3616,0.0688 
"60004","17031","8032.00","Cook IL","Arlington Heights, IL",5104,0.0971 
"60004","17031","8033.00","Cook IL","Arlington Heights, IL",1795,0.0342 
"60004","17031","8034.00","Cook IL","Arlington Heights, IL",1933,0.0368 
"60004","17031","8036.12","Cook IL","Arlington Heights, IL",3831,0.0729 
"60004","17031","8039.01","Cook IL","Arlington Heights, IL",27,0.0005 
"60005","17031","8032.00","Cook IL","Arlington Heights, IL",482,0.0159 
"60005","17031","8033.00","Cook IL","Arlington Heights, IL",3931,0.1301 
"60005","17031","8034.00","Cook IL","Arlington Heights, IL",4659,0.1542 
"60005","17031","8035.00","Cook IL","Arlington Heights, IL",5675,0.1878 
"60005","17031","8039.01","Cook IL","Arlington Heights, IL",278,0.0092 
"60005","17031","8051.06","Cook IL","Arlington Heights, IL",2778,0.0919 
"60005","17031","8051.07","Cook IL","Arlington Heights, IL",3723,0.1232 
"60005","17031","8051.08","Cook IL","Arlington Heights, IL",1442,0.0477 
"60005","17031","8051.09","Cook IL","Arlington Heights, IL",2694,0.0891 
"60005","17031","8051.10","Cook IL","Arlington Heights, IL",3548,0.1174 
"60005","17031","8051.11","Cook IL","Arlington Heights, IL",1009,0.0334 
"60005","17031","8051.12","Cook IL","Arlington Heights, IL",2,0.0001 
"60007","17031","7702.01","Cook IL","Elk Grove Village, IL",5894,0.1751 
"60007","17031","7702.02","Cook IL","Elk Grove Village, IL",4980,0.1479 
"60007","17031","7703.00","Cook IL","Elk Grove Village, IL",7234,0.2148 
"60007","17031","7704.00","Cook IL","Elk Grove Village, IL",4375,0.1299 
"60007","17031","7705.00","Cook IL","Elk Grove Village, IL",375,0.0111 
"60007","17031","8046.06","Cook IL","Elk Grove Village, IL",6391,0.1898 
"60007","17031","8046.07","Cook IL","Elk Grove Village, IL",3731,0.1108 
"60007","17031","8046.10","Cook IL","Elk Grove Village, IL",690,0.0205 
"60008","17031","7702.02","Cook IL","Rolling Meadows, IL",80,0.0035 
"60008","17031","8035.00","Cook IL","Rolling Meadows, IL",128,0.0056 
"60008","17031","8039.01","Cook IL","Rolling Meadows, IL",427,0.0188 
"60008","17031","8039.02","Cook IL","Rolling Meadows, IL",3429,0.1507 
"60008","17031","8040.00","Cook IL","Rolling Meadows, IL",4763,0.2093 
"60008","17031","8041.06","Cook IL","Rolling Meadows, IL",3548,0.1559 
"60008","17031","8041.08","Cook IL","Rolling Meadows, IL",47,0.0021 
"60008","17031","8041.09","Cook IL","Rolling Meadows, IL",1759,0.0773 
"60008","17031","8046.03","Cook IL","Rolling Meadows, IL",1291,0.0567 
"60008","17031","8051.05","Cook IL","Rolling Meadows, IL",7278,0.3198 
"60008","17031","8051.07","Cook IL","Rolling Meadows, IL",10,0.0004 
"60010","17031","8036.03","Cook IL","Barrington, IL",3702,0.0798 
"60010","17031","8036.08","Cook IL","Barrington, IL",2464,0.0531 
"60010","17031","8041.05","Cook IL","Barrington, IL",120,0.0026 
"60010","17031","8042.02","Cook IL","Barrington, IL",5672,0.1223 
"60010","17031","8042.03","Cook IL","Barrington, IL",3458,0.0746 
"60010","17031","8042.04","Cook IL","Barrington, IL",5262,0.1135 
"60010","17089","8501.01","Kane IL","Barrington, IL",120,0.0026 
"60010","17089","8502.01","Kane IL","Barrington, IL",5,0.0001 
"60010","17097","8642.04","Lake IL","Barrington, IL",641,0.0138 
"60010","17097","8642.06","Lake IL","Barrington, IL",90,0.0019 
"60010","17097","8643.03","Lake IL","Barrington, IL",3027,0.0653 
"60010","17097","8643.05","Lake IL","Barrington, IL",4030,0.0869 
"60010","17097","8643.06","Lake IL","Barrington, IL",2292,0.0494 
"60010","17097","8643.07","Lake IL","Barrington, IL",1861,0.0401 
"60010","17097","8643.08","Lake IL","Barrington, IL",4528,0.0977 
"60010","17097","8644.03","Lake IL","Barrington, IL",729,0.0157 
"60010","17097","8644.07","Lake IL","Barrington, IL",650,0.014 
"60010","17097","8644.08","Lake IL","Barrington, IL",98,0.0021 
"60010","17097","8644.11","Lake IL","Barrington, IL",3380,0.0729 
"60010","17097","8644.12","Lake IL","Barrington, IL",1913,0.0413 
"60010","17111","8708.12","McHenry IL","Barrington, IL",874,0.0189 
"60010","17111","8713.05","McHenry IL","Barrington, IL",165,0.0036 
"60010","17111","8714.02","McHenry IL","Barrington, IL",1272,0.0274 
"60010","17111","8714.04","McHenry IL","Barrington, IL",12,0.0003 
"60012","17111","8708.07","McHenry IL","Crystal Lake, IL",2762,0.253 
"60012","17111","8708.08","McHenry IL","Crystal Lake, IL",1534,0.1405 
"60012","17111","8708.09","McHenry IL","Crystal Lake, IL",1457,0.1335 
"60012","17111","8708.10","McHenry IL","Crystal Lake, IL",748,0.0685 
"60012","17111","8708.13","McHenry IL","Crystal Lake, IL",2321,0.2126 
"60012","17111","8708.14","McHenry IL","Crystal Lake, IL",1993,0.1826 
"60012","17111","8709.06","McHenry IL","Crystal Lake, IL",101,0.0093 
"60013","17097","8643.03","Lake IL","Cary, IL",1071,0.041 
"60013","17111","8708.09","McHenry IL","Cary, IL",502,0.0192 
"60013","17111","8708.10","McHenry IL","Cary, IL",1593,0.0609 
"60013","17111","8708.12","McHenry IL","Cary, IL",43,0.0016 
"60013","17111","8713.04","McHenry IL","Cary, IL",2221,0.085 
"60013","17111","8713.05","McHenry IL","Cary, IL",6337,0.2424 
"60013","17111","8713.07","McHenry IL","Cary, IL",4646,0.1777 
"60013","17111","8713.11","McHenry IL","Cary, IL",8,0.0003 
"60013","17111","8713.12","McHenry IL","Cary, IL",6385,0.2442 
"60013","17111","8716.00","McHenry IL","Cary, IL",3338,0.1277 
"60014","17111","8708.07","McHenry IL","Crystal Lake, IL",2416,0.05 
"60014","17111","8708.08","McHenry IL","Crystal Lake, IL",2148,0.0445 
"60014","17111","8708.09","McHenry IL","Crystal Lake, IL",1430,0.0296 
"60014","17111","8708.10","McHenry IL","Crystal Lake, IL",1204,0.0249 
"60014","17111","8709.06","McHenry IL","Crystal Lake, IL",1203,0.0249 
"60014","17111","8711.05","McHenry IL","Crystal Lake, IL",5227,0.1083 
"60014","17111","8711.07","McHenry IL","Crystal Lake, IL",679,0.0141 
"60014","17111","8711.08","McHenry IL","Crystal Lake, IL",2427,0.0503 
"60014","17111","8711.12","McHenry IL","Crystal Lake, IL",5317,0.1101 
"60014","17111","8711.13","McHenry IL","Crystal Lake, IL",199,0.0041 
"60014","17111","8712.01","McHenry IL","Crystal Lake, IL",6779,0.1404 
"60014","17111","8712.02","McHenry IL","Crystal Lake, IL",5827,0.1207 
"60014","17111","8712.08","McHenry IL","Crystal Lake, IL",3820,0.0791 
"60014","17111","8712.09","McHenry IL","Crystal Lake, IL",1783,0.0369 
"60014","17111","8713.01","McHenry IL","Crystal Lake, IL",4831,0.1001 
"60014","17111","8713.04","McHenry IL","Crystal Lake, IL",1196,0.0248 
"60014","17111","8713.13","McHenry IL","Crystal Lake, IL",1789,0.0371 
"60015","17031","8015.00","Cook IL","Deerfield, IL",36,0.0013 
"60015","17031","8016.01","Cook IL","Deerfield, IL",471,0.0168 
"60015","17097","8645.22","Lake IL","Deerfield, IL",1163,0.0415 
"60015","17097","8645.23","Lake IL","Deerfield, IL",2734,0.0976 
"60015","17097","8645.24","Lake IL","Deerfield, IL",2064,0.0737 
"60015","17097","8648.01","Lake IL","Deerfield, IL",5534,0.1976 
"60015","17097","8648.02","Lake IL","Deerfield, IL",3093,0.1104 
"60015","17097","8649.01","Lake IL","Deerfield, IL",4371,0.156 
"60015","17097","8649.03","Lake IL","Deerfield, IL",4907,0.1752 
"60015","17097","8649.04","Lake IL","Deerfield, IL",2450,0.0875 
"60015","17097","8658.02","Lake IL","Deerfield, IL",1190,0.0425 
"60016","17031","7706.01","Cook IL","Des Plaines, IL",790,0.0128 
"60016","17031","8027.02","Cook IL","Des Plaines, IL",1227,0.0198 
"60016","17031","8049.01","Cook IL","Des Plaines, IL",171,0.0028 
"60016","17031","8049.02","Cook IL","Des Plaines, IL",4313,0.0697 
"60016","17031","8051.11","Cook IL","Des Plaines, IL",4171,0.0674 
"60016","17031","8059.01","Cook IL","Des Plaines, IL",1920,0.031 
"60016","17031","8060.01","Cook IL","Des Plaines, IL",3797,0.0614 
"60016","17031","8060.02","Cook IL","Des Plaines, IL",7833,0.1266 
"60016","17031","8060.04","Cook IL","Des Plaines, IL",2138,0.0345 
"60016","17031","8060.05","Cook IL","Des Plaines, IL",2701,0.0436 
"60016","17031","8060.06","Cook IL","Des Plaines, IL",4003,0.0647 
"60016","17031","8061.02","Cook IL","Des Plaines, IL",4400,0.0711 
"60016","17031","8061.03","Cook IL","Des Plaines, IL",5269,0.0851 
"60016","17031","8061.04","Cook IL","Des Plaines, IL",4134,0.0668 
"60016","17031","8062.01","Cook IL","Des Plaines, IL",4908,0.0793 
"60016","17031","8062.02","Cook IL","Des Plaines, IL",4998,0.0808 
"60016","17031","8063.00","Cook IL","Des Plaines, IL",4687,0.0757 
"60016","17031","8064.00","Cook IL","Des Plaines, IL",428,0.0069 
"60018","17031","7705.00","Cook IL","Des Plaines, IL",4257,0.1417 
"60018","17031","7706.01","Cook IL","Des Plaines, IL",2482,0.0826 
"60018","17031","7706.02","Cook IL","Des Plaines, IL",4762,0.1585 
"60018","17031","7707.00","Cook IL","Des Plaines, IL",2537,0.0844 
"60018","17031","8051.12","Cook IL","Des Plaines, IL",3480,0.1158 
"60018","17031","8064.00","Cook IL","Des Plaines, IL",2064,0.0687 
"60018","17031","8065.01","Cook IL","Des Plaines, IL",2665,0.0887 
"60018","17031","8065.02","Cook IL","Des Plaines, IL",4202,0.1398 
"60018","17031","8066.00","Cook IL","Des Plaines, IL",3602,0.1199 
"60020","17097","8608.07","Lake IL","Fox Lake, IL",2041,0.1861 
"60020","17097","8609.03","Lake IL","Fox Lake, IL",4576,0.4173 
"60020","17097","8609.05","Lake IL","Fox Lake, IL",181,0.0165 
"60020","17097","8609.06","Lake IL","Fox Lake, IL",2993,0.2729 
"60020","17097","8609.07","Lake IL","Fox Lake, IL",12,0.0011 
"60020","17097","8609.08","Lake IL","Fox Lake, IL",950,0.0866 
"60020","17111","8701.05","McHenry IL","Fox Lake, IL",214,0.0195 
"60021","17097","8643.03","Lake IL","Fox River Grove, IL",483,0.0894 
"60021","17111","8714.02","McHenry IL","Fox River Grove, IL",4784,0.8853 
"60021","17111","8716.00","McHenry IL","Fox River Grove, IL",137,0.0254 
"60022","17031","8001.00","Cook IL","Glencoe, IL",2016,0.2377 
"60022","17031","8002.00","Cook IL","Glencoe, IL",6466,0.7623 
"60025","17031","8009.00","Cook IL","Glenview, IL",70,0.0017 
"60025","17031","8014.00","Cook IL","Glenview, IL",2825,0.0685 
"60025","17031","8016.03","Cook IL","Glenview, IL",1069,0.0259 
"60025","17031","8016.07","Cook IL","Glenview, IL",1070,0.0259 
"60025","17031","8019.01","Cook IL","Glenview, IL",3770,0.0914 
"60025","17031","8019.02","Cook IL","Glenview, IL",3018,0.0732 
"60025","17031","8020.02","Cook IL","Glenview, IL",4144,0.1004 
"60025","17031","8020.03","Cook IL","Glenview, IL",1516,0.0367 
"60025","17031","8020.04","Cook IL","Glenview, IL",5871,0.1423 
"60025","17031","8021.00","Cook IL","Glenview, IL",3734,0.0905 
"60025","17031","8022.00","Cook IL","Glenview, IL",4848,0.1175 
"60025","17031","8052.01","Cook IL","Glenview, IL",2490,0.0604 
"60025","17031","8052.02","Cook IL","Glenview, IL",4078,0.0988 
"60025","17031","8060.01","Cook IL","Glenview, IL",802,0.0194 
"60025","17031","8086.00","Cook IL","Glenview, IL",1951,0.0473 
"60026","17031","8016.07","Cook IL","Glenview, IL",3497,0.2409 
"60026","17031","8016.08","Cook IL","Glenview, IL",2914,0.2007 
"60026","17031","8020.02","Cook IL","Glenview, IL",986,0.0679 
"60026","17031","8020.03","Cook IL","Glenview, IL",1163,0.0801 
"60026","17031","8023.00","Cook IL","Glenview, IL",5958,0.4104 
"60029","17031","8086.00","Cook IL","Golf, IL (PO boxes)",514,1 
"60030","17097","8610.14","Lake IL","Grayslake, IL",37,0.001 
"60030","17097","8611.05","Lake IL","Grayslake, IL",4330,0.1191 
"60030","17097","8611.06","Lake IL","Grayslake, IL",8103,0.2229 
"60030","17097","8611.07","Lake IL","Grayslake, IL",3826,0.1053 
"60030","17097","8611.08","Lake IL","Grayslake, IL",5948,0.1636 
"60030","17097","8612.02","Lake IL","Grayslake, IL",688,0.0189 
"60030","17097","8614.02","Lake IL","Grayslake, IL",197,0.0054 
"60030","17097","8614.04","Lake IL","Grayslake, IL",27,0.0007 
"60030","17097","8616.03","Lake IL","Grayslake, IL",10,0.0003 
"60030","17097","8616.07","Lake IL","Grayslake, IL",4569,0.1257 
"60030","17097","8616.08","Lake IL","Grayslake, IL",3534,0.0972 
"60030","17097","8616.10","Lake IL","Grayslake, IL",1475,0.0406 
"60030","17097","8616.11","Lake IL","Grayslake, IL",210,0.0058 
"60030","17097","8636.01","Lake IL","Grayslake, IL",104,0.0029 
"60030","17097","8641.09","Lake IL","Grayslake, IL",270,0.0074 
"60030","17097","8641.10","Lake IL","Grayslake, IL",2991,0.0823 
"60030","17097","8642.07","Lake IL","Grayslake, IL",27,0.0007 
"60031","17097","8615.04","Lake IL","Gurnee, IL",121,0.0032 
"60031","17097","8615.05","Lake IL","Gurnee, IL",3351,0.089 
"60031","17097","8615.06","Lake IL","Gurnee, IL",1270,0.0337 
"60031","17097","8615.07","Lake IL","Gurnee, IL",2856,0.0759 
"60031","17097","8615.08","Lake IL","Gurnee, IL",3437,0.0913 
"60031","17097","8615.09","Lake IL","Gurnee, IL",3295,0.0875 
"60031","17097","8615.10","Lake IL","Gurnee, IL",3474,0.0923 
"60031","17097","8616.03","Lake IL","Gurnee, IL",5134,0.1364 
"60031","17097","8616.04","Lake IL","Gurnee, IL",3715,0.0987 
"60031","17097","8616.09","Lake IL","Gurnee, IL",4675,0.1242 
"60031","17097","8616.10","Lake IL","Gurnee, IL",2280,0.0606 
"60031","17097","8616.11","Lake IL","Gurnee, IL",4022,0.1068 
"60031","17097","8626.03","Lake IL","Gurnee, IL",20,0.0005 
"60033","17007","0106.01","Boone IL","Harvard, IL",114,0.0084 
"60033","17111","8702.00","McHenry IL","Harvard, IL",4355,0.3207 
"60033","17111","8703.01","McHenry IL","Harvard, IL",4545,0.3347 
"60033","17111","8703.02","McHenry IL","Harvard, IL",4550,0.335 
"60033","17111","8710.03","McHenry IL","Harvard, IL",17,0.0013 
"60034","17111","8701.03","McHenry IL","Hebron, IL",2067,0.9623 
"60034","17111","8702.00","McHenry IL","Hebron, IL",81,0.0377 
"60035","17097","8647.00","Lake IL","Highland Park, IL",2914,0.0966 
"60035","17097","8652.00","Lake IL","Highland Park, IL",360,0.0119 
"60035","17097","8653.00","Lake IL","Highland Park, IL",3505,0.1162 
"60035","17097","8654.00","Lake IL","Highland Park, IL",4197,0.1392 
"60035","17097","8655.01","Lake IL","Highland Park, IL",2369,0.0786 
"60035","17097","8655.02","Lake IL","Highland Park, IL",2313,0.0767 
"60035","17097","8656.00","Lake IL","Highland Park, IL",3497,0.116 
"60035","17097","8657.00","Lake IL","Highland Park, IL",5985,0.1985 
"60035","17097","8658.01","Lake IL","Highland Park, IL",3257,0.108 
"60035","17097","8658.02","Lake IL","Highland Park, IL",1755,0.0582 
"60040","17097","8652.00","Lake IL","Highwood, IL",5001,0.9802 
"60040","17097","8655.01","Lake IL","Highwood, IL",101,0.0198 
"60041","17097","8609.03","Lake IL","Ingleside, IL",1441,0.1577 
"60041","17097","8609.05","Lake IL","Ingleside, IL",5427,0.5938 
"60041","17097","8609.06","Lake IL","Ingleside, IL",946,0.1035 
"60041","17097","8609.07","Lake IL","Ingleside, IL",554,0.0606 
"60041","17097","8609.08","Lake IL","Ingleside, IL",510,0.0558 
"60041","17097","8610.10","Lake IL","Ingleside, IL",262,0.0287 
"60042","17097","8642.03","Lake IL","Island Lake, IL",3039,0.3604 
"60042","17097","8642.04","Lake IL","Island Lake, IL",631,0.0748 
"60042","17111","8708.11","McHenry IL","Island Lake, IL",1549,0.1837 
"60042","17111","8708.12","McHenry IL","Island Lake, IL",3214,0.3811 
"60043","17031","8005.00","Cook IL","Kenilworth, IL",85,0.0338 
"60043","17031","8006.00","Cook IL","Kenilworth, IL",2429,0.9662 
"60044","17097","8632.02","Lake IL","Lake Bluff, IL",5300,0.5174 
"60044","17097","8633.00","Lake IL","Lake Bluff, IL",2629,0.2566 
"60044","17097","8637.02","Lake IL","Lake Bluff, IL",2120,0.207 
"60044","17097","8662.00","Lake IL","Lake Bluff, IL",195,0.019 
"60045","17097","8634.00","Lake IL","Lake Forest, IL",4276,0.2034 
"60045","17097","8635.00","Lake IL","Lake Forest, IL",4538,0.2158 
"60045","17097","8646.01","Lake IL","Lake Forest, IL",3606,0.1715 
"60045","17097","8646.02","Lake IL","Lake Forest, IL",3824,0.1819 
"60045","17097","8650.00","Lake IL","Lake Forest, IL",1276,0.0607 
"60045","17097","8662.00","Lake IL","Lake Forest, IL",3506,0.1667 
"60046","17097","8608.09","Lake IL","Lake Villa, IL",2,0.0001 
"60046","17097","8608.11","Lake IL","Lake Villa, IL",392,0.0113 
"60046","17097","8610.07","Lake IL","Lake Villa, IL",4145,0.1195 
"60046","17097","8610.08","Lake IL","Lake Villa, IL",5271,0.1519 
"60046","17097","8610.09","Lake IL","Lake Villa, IL",5125,0.1477 
"60046","17097","8610.10","Lake IL","Lake Villa, IL",4146,0.1195 
"60046","17097","8610.11","Lake IL","Lake Villa, IL",3024,0.0872 
"60046","17097","8610.12","Lake IL","Lake Villa, IL",4525,0.1304 
"60046","17097","8610.13","Lake IL","Lake Villa, IL",3052,0.088 
"60046","17097","8610.14","Lake IL","Lake Villa, IL",2218,0.0639 
"60046","17097","8611.06","Lake IL","Lake Villa, IL",24,0.0007 
"60046","17097","8612.02","Lake IL","Lake Villa, IL",836,0.0241 
"60046","17097","8616.04","Lake IL","Lake Villa, IL",1624,0.0468 
"60046","17097","8616.09","Lake IL","Lake Villa, IL",41,0.0012 
"60046","17097","8616.11","Lake IL","Lake Villa, IL",239,0.0069 
"60046","17097","8660.00","Lake IL","Lake Villa, IL",26,0.0007 
"60047","17097","8641.09","Lake IL","Lake Zurich, IL",1535,0.0349 
"60047","17097","8644.02","Lake IL","Lake Zurich, IL",7753,0.1764 
"60047","17097","8644.03","Lake IL","Lake Zurich, IL",4997,0.1137 
"60047","17097","8644.07","Lake IL","Lake Zurich, IL",5968,0.1358 
"60047","17097","8644.08","Lake IL","Lake Zurich, IL",6134,0.1396 
"60047","17097","8644.09","Lake IL","Lake Zurich, IL",4572,0.104 
"60047","17097","8644.10","Lake IL","Lake Zurich, IL",5066,0.1153 
"60047","17097","8644.11","Lake IL","Lake Zurich, IL",1471,0.0335 
"60047","17097","8644.12","Lake IL","Lake Zurich, IL",2177,0.0495 
"60047","17097","8645.11","Lake IL","Lake Zurich, IL",1106,0.0252 
"60047","17097","8645.12","Lake IL","Lake Zurich, IL",970,0.0221 
"60047","17097","8645.15","Lake IL","Lake Zurich, IL",1483,0.0337 
"60047","17097","8645.17","Lake IL","Lake Zurich, IL",588,0.0134 
"60047","17097","8645.18","Lake IL","Lake Zurich, IL",124,0.0028 
"60048","17097","8616.03","Lake IL","Libertyville, IL",962,0.0328 
"60048","17097","8616.08","Lake IL","Libertyville, IL",118,0.004 
"60048","17097","8636.01","Lake IL","Libertyville, IL",3404,0.116 
"60048","17097","8636.03","Lake IL","Libertyville, IL",3518,0.1199 
"60048","17097","8636.04","Lake IL","Libertyville, IL",2990,0.1019 
"60048","17097","8637.01","Lake IL","Libertyville, IL",4556,0.1552 
"60048","17097","8637.02","Lake IL","Libertyville, IL",1925,0.0656 
"60048","17097","8638.01","Lake IL","Libertyville, IL",4797,0.1634 
"60048","17097","8639.03","Lake IL","Libertyville, IL",4424,0.1507 
"60048","17097","8639.04","Lake IL","Libertyville, IL",1964,0.0669 
"60048","17097","8641.06","Lake IL","Libertyville, IL",15,0.0005 
"60048","17097","8641.10","Lake IL","Libertyville, IL",11,0.0004 
"60048","17097","8662.00","Lake IL","Libertyville, IL",669,0.0228 
"60050","17097","8609.08","Lake IL","Mchenry, IL",285,0.0089 
"60050","17111","8705.01","McHenry IL","Mchenry, IL",3026,0.095 
"60050","17111","8706.03","McHenry IL","Mchenry, IL",4353,0.1367 
"60050","17111","8706.04","McHenry IL","Mchenry, IL",4297,0.1349 
"60050","17111","8706.05","McHenry IL","Mchenry, IL",6322,0.1985 
"60050","17111","8706.06","McHenry IL","Mchenry, IL",3945,0.1238 
"60050","17111","8707.04","McHenry IL","Mchenry, IL",764,0.024 
"60050","17111","8708.09","McHenry IL","Mchenry, IL",3412,0.1071 
"60050","17111","8708.10","McHenry IL","Mchenry, IL",861,0.027 
"60050","17111","8708.13","McHenry IL","Mchenry, IL",2794,0.0877 
"60050","17111","8708.14","McHenry IL","Mchenry, IL",1795,0.0564 
"60051","17097","8609.07","Lake IL","Mchenry, IL",3279,0.133 
"60051","17097","8642.03","Lake IL","Mchenry, IL",1105,0.0448 
"60051","17111","8701.05","McHenry IL","Mchenry, IL",23,0.0009 
"60051","17111","8706.04","McHenry IL","Mchenry, IL",1786,0.0725 
"60051","17111","8707.02","McHenry IL","Mchenry, IL",7588,0.3078 
"60051","17111","8707.03","McHenry IL","Mchenry, IL",4587,0.1861 
"60051","17111","8707.04","McHenry IL","Mchenry, IL",2753,0.1117 
"60051","17111","8708.11","McHenry IL","Mchenry, IL",2944,0.1194 
"60051","17111","8708.12","McHenry IL","Mchenry, IL",584,0.0237 
"60053","17031","8053.01","Cook IL","Morton Grove, IL",2425,0.0959 
"60053","17031","8053.02","Cook IL","Morton Grove, IL",3873,0.1531 
"60053","17031","8083.01","Cook IL","Morton Grove, IL",6520,0.2577 
"60053","17031","8083.02","Cook IL","Morton Grove, IL",3618,0.143 
"60053","17031","8084.00","Cook IL","Morton Grove, IL",4622,0.1827 
"60053","17031","8085.00","Cook IL","Morton Grove, IL",4239,0.1676 
"60056","17031","8026.05","Cook IL","Mount Prospect, IL",2557,0.0447 
"60056","17031","8026.08","Cook IL","Mount Prospect, IL",1596,0.0279 
"60056","17031","8026.10","Cook IL","Mount Prospect, IL",1625,0.0284 
"60056","17031","8027.01","Cook IL","Mount Prospect, IL",6682,0.1169 
"60056","17031","8027.02","Cook IL","Mount Prospect, IL",3483,0.0609 
"60056","17031","8028.01","Cook IL","Mount Prospect, IL",549,0.0096 
"60056","17031","8028.02","Cook IL","Mount Prospect, IL",6991,0.1223 
"60056","17031","8049.01","Cook IL","Mount Prospect, IL",6756,0.1182 
"60056","17031","8049.02","Cook IL","Mount Prospect, IL",1313,0.023 
"60056","17031","8050.01","Cook IL","Mount Prospect, IL",4985,0.0872 
"60056","17031","8050.02","Cook IL","Mount Prospect, IL",7422,0.1298 
"60056","17031","8051.07","Cook IL","Mount Prospect, IL",3060,0.0535 
"60056","17031","8051.08","Cook IL","Mount Prospect, IL",4958,0.0867 
"60056","17031","8051.09","Cook IL","Mount Prospect, IL",1702,0.0298 
"60056","17031","8051.10","Cook IL","Mount Prospect, IL",892,0.0156 
"60056","17031","8051.11","Cook IL","Mount Prospect, IL",2606,0.0456 
"60060","17097","8640.01","Lake IL","Mundelein, IL",6270,0.1668 
"60060","17097","8640.02","Lake IL","Mundelein, IL",6068,0.1614 
"60060","17097","8641.05","Lake IL","Mundelein, IL",6006,0.1597 
"60060","17097","8641.06","Lake IL","Mundelein, IL",4008,0.1066 
"60060","17097","8641.07","Lake IL","Mundelein, IL",4920,0.1309 
"60060","17097","8641.08","Lake IL","Mundelein, IL",5868,0.1561 
"60060","17097","8641.09","Lake IL","Mundelein, IL",449,0.0119 
"60060","17097","8641.10","Lake IL","Mundelein, IL",557,0.0148 
"60060","17097","8644.02","Lake IL","Mundelein, IL",415,0.011 
"60060","17097","8645.10","Lake IL","Mundelein, IL",2587,0.0688 
"60060","17097","8645.11","Lake IL","Mundelein, IL",451,0.012 
"60061","17097","8638.01","Lake IL","Vernon Hills, IL",311,0.0113 
"60061","17097","8639.02","Lake IL","Vernon Hills, IL",6000,0.2175 
"60061","17097","8639.04","Lake IL","Vernon Hills, IL",4008,0.1453 
"60061","17097","8645.10","Lake IL","Vernon Hills, IL",2374,0.0861 
"60061","17097","8645.11","Lake IL","Vernon Hills, IL",4846,0.1757 
"60061","17097","8645.12","Lake IL","Vernon Hills, IL",2081,0.0755 
"60061","17097","8645.13","Lake IL","Vernon Hills, IL",6301,0.2285 
"60061","17097","8645.14","Lake IL","Vernon Hills, IL",1308,0.0474 
"60061","17097","8662.00","Lake IL","Vernon Hills, IL",352,0.0128 
"60062","17031","8015.00","Cook IL","Northbrook, IL",6536,0.1529 
"60062","17031","8016.01","Cook IL","Northbrook, IL",4263,0.0997 
"60062","17031","8016.03","Cook IL","Northbrook, IL",3049,0.0713 
"60062","17031","8016.05","Cook IL","Northbrook, IL",5883,0.1376 
"60062","17031","8016.06","Cook IL","Northbrook, IL",6716,0.1571 
"60062","17031","8016.07","Cook IL","Northbrook, IL",658,0.0154 
"60062","17031","8016.08","Cook IL","Northbrook, IL",4143,0.0969 
"60062","17031","8017.01","Cook IL","Northbrook, IL",3846,0.09 
"60062","17031","8017.02","Cook IL","Northbrook, IL",4756,0.1112 
"60062","17031","8018.00","Cook IL","Northbrook, IL",2356,0.0551 
"60062","17031","8023.00","Cook IL","Northbrook, IL",10,0.0002 
"60062","17031","8024.02","Cook IL","Northbrook, IL",535,0.0125 
"60064","17097","8625.02","Lake IL","North Chicago, IL",15,0.001 
"60064","17097","8628.00","Lake IL","North Chicago, IL",1963,0.1291 
"60064","17097","8629.01","Lake IL","North Chicago, IL",3692,0.2428 
"60064","17097","8629.02","Lake IL","North Chicago, IL",2782,0.183 
"60064","17097","8630.04","Lake IL","North Chicago, IL",703,0.0462 
