"state","zcta5","county","tract","stab","cntyname","zipname","pop10","afact"
"State code","ZIP census tabulation area","County code","Tract","State abbreviation","County name","ZCTA name","Total population (2010)","zcta5 to tract allocation factor"
"17","60002","17097","8608.05","IL","Lake IL","Antioch, IL",1693,0.0697 
"17","60002","17097","8608.06","IL","Lake IL","Antioch, IL",5296,0.218 
"17","60002","17097","8608.08","IL","Lake IL","Antioch, IL",2719,0.1119 
"17","60002","17097","8608.09","IL","Lake IL","Antioch, IL",3008,0.1238 
"17","60002","17097","8608.10","IL","Lake IL","Antioch, IL",7231,0.2976 
"17","60002","17097","8608.11","IL","Lake IL","Antioch, IL",3795,0.1562 
"17","60002","17097","8610.07","IL","Lake IL","Antioch, IL",11,0.0005 
"17","60002","17097","8610.12","IL","Lake IL","Antioch, IL",324,0.0133 
"17","60002","17097","8660.00","IL","Lake IL","Antioch, IL",222,0.0091 
"17","60004","17031","8025.03","IL","Cook IL","Arlington Heights, IL",78,0.0015 
"17","60004","17031","8026.08","IL","Cook IL","Arlington Heights, IL",2965,0.0586 
"17","60004","17031","8028.01","IL","Cook IL","Arlington Heights, IL",4242,0.0839 
"17","60004","17031","8029.00","IL","Cook IL","Arlington Heights, IL",6080,0.1202 
"17","60004","17031","8030.05","IL","Cook IL","Arlington Heights, IL",2023,0.04 
"17","60004","17031","8030.07","IL","Cook IL","Arlington Heights, IL",3457,0.0683 
"17","60004","17031","8030.08","IL","Cook IL","Arlington Heights, IL",4712,0.0932 
"17","60004","17031","8030.10","IL","Cook IL","Arlington Heights, IL",2361,0.0467 
"17","60004","17031","8030.12","IL","Cook IL","Arlington Heights, IL",1102,0.0218 
"17","60004","17031","8030.15","IL","Cook IL","Arlington Heights, IL",1871,0.037 
"17","60004","17031","8030.16","IL","Cook IL","Arlington Heights, IL",1979,0.0391 
"17","60004","17031","8030.17","IL","Cook IL","Arlington Heights, IL",4073,0.0805 
"17","60004","17031","8031.00","IL","Cook IL","Arlington Heights, IL",3440,0.068 
"17","60004","17031","8032.00","IL","Cook IL","Arlington Heights, IL",5119,0.1012 
"17","60004","17031","8033.00","IL","Cook IL","Arlington Heights, IL",1734,0.0343 
"17","60004","17031","8034.00","IL","Cook IL","Arlington Heights, IL",1794,0.0355 
"17","60004","17031","8036.12","IL","Cook IL","Arlington Heights, IL",3536,0.0699 
"17","60004","17031","8039.01","IL","Cook IL","Arlington Heights, IL",16,0.0003 
"17","60005","17031","8032.00","IL","Cook IL","Arlington Heights, IL",467,0.0159 
"17","60005","17031","8033.00","IL","Cook IL","Arlington Heights, IL",3809,0.13 
"17","60005","17031","8034.00","IL","Cook IL","Arlington Heights, IL",4590,0.1566 
"17","60005","17031","8035.00","IL","Cook IL","Arlington Heights, IL",5686,0.194 
"17","60005","17031","8039.02","IL","Cook IL","Arlington Heights, IL",125,0.0043 
"17","60005","17031","8051.06","IL","Cook IL","Arlington Heights, IL",2718,0.0927 
"17","60005","17031","8051.07","IL","Cook IL","Arlington Heights, IL",3783,0.1291 
"17","60005","17031","8051.08","IL","Cook IL","Arlington Heights, IL",1415,0.0483 
"17","60005","17031","8051.09","IL","Cook IL","Arlington Heights, IL",2646,0.0903 
"17","60005","17031","8051.10","IL","Cook IL","Arlington Heights, IL",3339,0.1139 
"17","60005","17031","8051.11","IL","Cook IL","Arlington Heights, IL",730,0.0249 
"17","60007","17031","7702.01","IL","Cook IL","Elk Grove Village, IL",5894,0.1743 
"17","60007","17031","7702.02","IL","Cook IL","Elk Grove Village, IL",4912,0.1452 
"17","60007","17031","7703.00","IL","Cook IL","Elk Grove Village, IL",7313,0.2162 
"17","60007","17031","7704.00","IL","Cook IL","Elk Grove Village, IL",4505,0.1332 
"17","60007","17031","7705.00","IL","Cook IL","Elk Grove Village, IL",160,0.0047 
"17","60007","17031","8046.06","IL","Cook IL","Elk Grove Village, IL",6480,0.1916 
"17","60007","17031","8046.07","IL","Cook IL","Elk Grove Village, IL",3916,0.1158 
"17","60007","17031","8046.10","IL","Cook IL","Elk Grove Village, IL",640,0.0189 
"17","60008","17031","8035.00","IL","Cook IL","Rolling Meadows, IL",127,0.0056 
"17","60008","17031","8039.01","IL","Cook IL","Rolling Meadows, IL",430,0.0189 
"17","60008","17031","8039.02","IL","Cook IL","Rolling Meadows, IL",3388,0.1491 
"17","60008","17031","8040.00","IL","Cook IL","Rolling Meadows, IL",4576,0.2014 
"17","60008","17031","8041.06","IL","Cook IL","Rolling Meadows, IL",3473,0.1529 
"17","60008","17031","8041.08","IL","Cook IL","Rolling Meadows, IL",48,0.0021 
"17","60008","17031","8041.09","IL","Cook IL","Rolling Meadows, IL",1739,0.0766 
"17","60008","17031","8046.03","IL","Cook IL","Rolling Meadows, IL",1582,0.0696 
"17","60008","17031","8051.05","IL","Cook IL","Rolling Meadows, IL",7354,0.3237 
"17","60010","17031","8036.03","IL","Cook IL","Barrington, IL",3566,0.0809 
"17","60010","17031","8036.08","IL","Cook IL","Barrington, IL",2389,0.0542 
"17","60010","17031","8041.05","IL","Cook IL","Barrington, IL",121,0.0027 
"17","60010","17031","8042.01","IL","Cook IL","Barrington, IL",8173,0.1853 
"17","60010","17031","8042.02","IL","Cook IL","Barrington, IL",5281,0.1198 
"17","60010","17089","8501.01","IL","Kane IL","Barrington, IL",135,0.0031 
"17","60010","17089","8502.01","IL","Kane IL","Barrington, IL",2,0 
"17","60010","17097","8642.04","IL","Lake IL","Barrington, IL",663,0.015 
"17","60010","17097","8642.06","IL","Lake IL","Barrington, IL",93,0.0021 
"17","60010","17097","8643.03","IL","Lake IL","Barrington, IL",2971,0.0674 
"17","60010","17097","8643.05","IL","Lake IL","Barrington, IL",3851,0.0873 
"17","60010","17097","8643.06","IL","Lake IL","Barrington, IL",2269,0.0515 
"17","60010","17097","8643.07","IL","Lake IL","Barrington, IL",1858,0.0421 
"17","60010","17097","8643.08","IL","Lake IL","Barrington, IL",4323,0.098 
"17","60010","17097","8644.03","IL","Lake IL","Barrington, IL",180,0.0041 
"17","60010","17097","8644.07","IL","Lake IL","Barrington, IL",585,0.0133 
"17","60010","17097","8644.08","IL","Lake IL","Barrington, IL",75,0.0017 
"17","60010","17097","8644.11","IL","Lake IL","Barrington, IL",3414,0.0774 
"17","60010","17097","8644.12","IL","Lake IL","Barrington, IL",1905,0.0432 
"17","60010","17111","8708.12","IL","McHenry IL","Barrington, IL",792,0.018 
"17","60010","17111","8713.05","IL","McHenry IL","Barrington, IL",131,0.003 
"17","60010","17111","8714.02","IL","McHenry IL","Barrington, IL",1307,0.0296 
"17","60010","17111","8714.04","IL","McHenry IL","Barrington, IL",11,0.0002 
"17","60012","17111","8708.03","IL","McHenry IL","Crystal Lake, IL",4457,0.4008 
"17","60012","17111","8708.07","IL","McHenry IL","Crystal Lake, IL",2735,0.246 
"17","60012","17111","8708.08","IL","McHenry IL","Crystal Lake, IL",1594,0.1433 
"17","60012","17111","8708.09","IL","McHenry IL","Crystal Lake, IL",1388,0.1248 
"17","60012","17111","8708.10","IL","McHenry IL","Crystal Lake, IL",788,0.0709 
"17","60012","17111","8709.02","IL","McHenry IL","Crystal Lake, IL",158,0.0142 
"17","60013","17097","8643.03","IL","Lake IL","Cary, IL",1068,0.0397 
"17","60013","17111","8708.09","IL","McHenry IL","Cary, IL",538,0.02 
"17","60013","17111","8708.10","IL","McHenry IL","Cary, IL",1545,0.0575 
"17","60013","17111","8708.12","IL","McHenry IL","Cary, IL",63,0.0023 
"17","60013","17111","8713.04","IL","McHenry IL","Cary, IL",2072,0.0771 
"17","60013","17111","8713.05","IL","McHenry IL","Cary, IL",6574,0.2446 
"17","60013","17111","8713.06","IL","McHenry IL","Cary, IL",6686,0.2488 
"17","60013","17111","8713.07","IL","McHenry IL","Cary, IL",4855,0.1807 
"17","60013","17111","8713.11","IL","McHenry IL","Cary, IL",2,0.0001 
"17","60013","17111","8716.00","IL","McHenry IL","Cary, IL",3469,0.1291 
"17","60014","17111","8708.07","IL","McHenry IL","Crystal Lake, IL",2678,0.0552 
"17","60014","17111","8708.08","IL","McHenry IL","Crystal Lake, IL",2169,0.0447 
"17","60014","17111","8708.09","IL","McHenry IL","Crystal Lake, IL",1532,0.0316 
"17","60014","17111","8708.10","IL","McHenry IL","Crystal Lake, IL",1309,0.027 
"17","60014","17111","8709.02","IL","McHenry IL","Crystal Lake, IL",1122,0.0231 
"17","60014","17111","8711.05","IL","McHenry IL","Crystal Lake, IL",5250,0.1081 
"17","60014","17111","8711.06","IL","McHenry IL","Crystal Lake, IL",5155,0.1062 
"17","60014","17111","8711.07","IL","McHenry IL","Crystal Lake, IL",779,0.016 
"17","60014","17111","8711.08","IL","McHenry IL","Crystal Lake, IL",2731,0.0563 
"17","60014","17111","8712.01","IL","McHenry IL","Crystal Lake, IL",6734,0.1387 
"17","60014","17111","8712.02","IL","McHenry IL","Crystal Lake, IL",5838,0.1202 
"17","60014","17111","8712.08","IL","McHenry IL","Crystal Lake, IL",3947,0.0813 
"17","60014","17111","8712.09","IL","McHenry IL","Crystal Lake, IL",1792,0.0369 
"17","60014","17111","8713.01","IL","McHenry IL","Crystal Lake, IL",4653,0.0958 
"17","60014","17111","8713.04","IL","McHenry IL","Crystal Lake, IL",1143,0.0235 
"17","60014","17111","8713.06","IL","McHenry IL","Crystal Lake, IL",1718,0.0354 
"17","60015","17031","8016.01","IL","Cook IL","Deerfield, IL",172,0.0064 
"17","60015","17097","8645.05","IL","Lake IL","Deerfield, IL",4558,0.1701 
"17","60015","17097","8645.22","IL","Lake IL","Deerfield, IL",1139,0.0425 
"17","60015","17097","8648.01","IL","Lake IL","Deerfield, IL",5506,0.2054 
"17","60015","17097","8648.02","IL","Lake IL","Deerfield, IL",2661,0.0993 
"17","60015","17097","8649.01","IL","Lake IL","Deerfield, IL",4294,0.1602 
"17","60015","17097","8649.03","IL","Lake IL","Deerfield, IL",4829,0.1802 
"17","60015","17097","8649.04","IL","Lake IL","Deerfield, IL",2404,0.0897 
"17","60015","17097","8658.02","IL","Lake IL","Deerfield, IL",1237,0.0462 
"17","60016","17031","7706.01","IL","Cook IL","Des Plaines, IL",768,0.0129 
"17","60016","17031","8027.02","IL","Cook IL","Des Plaines, IL",1274,0.0213 
"17","60016","17031","8049.01","IL","Cook IL","Des Plaines, IL",166,0.0028 
"17","60016","17031","8049.02","IL","Cook IL","Des Plaines, IL",4197,0.0703 
"17","60016","17031","8051.11","IL","Cook IL","Des Plaines, IL",3962,0.0664 
"17","60016","17031","8059.01","IL","Cook IL","Des Plaines, IL",1592,0.0267 
"17","60016","17031","8060.01","IL","Cook IL","Des Plaines, IL",3871,0.0649 
"17","60016","17031","8060.02","IL","Cook IL","Des Plaines, IL",7550,0.1265 
"17","60016","17031","8060.03","IL","Cook IL","Des Plaines, IL",6691,0.1121 
"17","60016","17031","8060.04","IL","Cook IL","Des Plaines, IL",2056,0.0344 
"17","60016","17031","8061.02","IL","Cook IL","Des Plaines, IL",3973,0.0666 
"17","60016","17031","8061.03","IL","Cook IL","Des Plaines, IL",5238,0.0878 
"17","60016","17031","8061.04","IL","Cook IL","Des Plaines, IL",4206,0.0705 
"17","60016","17031","8062.01","IL","Cook IL","Des Plaines, IL",4196,0.0703 
"17","60016","17031","8062.02","IL","Cook IL","Des Plaines, IL",4550,0.0762 
"17","60016","17031","8063.00","IL","Cook IL","Des Plaines, IL",4960,0.0831 
"17","60016","17031","8064.00","IL","Cook IL","Des Plaines, IL",440,0.0074 
"17","60018","17031","7705.00","IL","Cook IL","Des Plaines, IL",3918,0.1302 
"17","60018","17031","7706.01","IL","Cook IL","Des Plaines, IL",2464,0.0819 
"17","60018","17031","7706.02","IL","Cook IL","Des Plaines, IL",4956,0.1647 
"17","60018","17031","7707.00","IL","Cook IL","Des Plaines, IL",2681,0.0891 
"17","60018","17031","8051.12","IL","Cook IL","Des Plaines, IL",3558,0.1182 
"17","60018","17031","8064.00","IL","Cook IL","Des Plaines, IL",2054,0.0682 
"17","60018","17031","8065.01","IL","Cook IL","Des Plaines, IL",2773,0.0921 
"17","60018","17031","8065.02","IL","Cook IL","Des Plaines, IL",4205,0.1397 
"17","60018","17031","8066.00","IL","Cook IL","Des Plaines, IL",3490,0.116 
"17","60020","17097","8608.07","IL","Lake IL","Fox Lake, IL",1892,0.1926 
"17","60020","17097","8609.03","IL","Lake IL","Fox Lake, IL",4686,0.4769 
"17","60020","17097","8609.04","IL","Lake IL","Fox Lake, IL",1109,0.1129 
"17","60020","17097","8609.05","IL","Lake IL","Fox Lake, IL",103,0.0105 
"17","60020","17097","8609.06","IL","Lake IL","Fox Lake, IL",2035,0.2071 
"17","60021","17097","8643.03","IL","Lake IL","Fox River Grove, IL",483,0.0871 
"17","60021","17097","8643.07","IL","Lake IL","Fox River Grove, IL",3,0.0005 
"17","60021","17111","8714.02","IL","McHenry IL","Fox River Grove, IL",4918,0.8869 
"17","60021","17111","8716.00","IL","McHenry IL","Fox River Grove, IL",141,0.0254 
"17","60022","17031","8001.00","IL","Cook IL","Glencoe, IL",2032,0.2492 
"17","60022","17031","8002.00","IL","Cook IL","Glencoe, IL",6121,0.7508 
"17","60025","17031","8009.00","IL","Cook IL","Glenview, IL",70,0.0018 
"17","60025","17031","8014.00","IL","Cook IL","Glenview, IL",2832,0.0724 
"17","60025","17031","8016.03","IL","Cook IL","Glenview, IL",1082,0.0277 
"17","60025","17031","8016.07","IL","Cook IL","Glenview, IL",967,0.0247 
"17","60025","17031","8019.01","IL","Cook IL","Glenview, IL",3468,0.0887 
"17","60025","17031","8019.02","IL","Cook IL","Glenview, IL",2879,0.0736 
"17","60025","17031","8020.02","IL","Cook IL","Glenview, IL",4136,0.1058 
"17","60025","17031","8020.03","IL","Cook IL","Glenview, IL",1513,0.0387 
"17","60025","17031","8020.04","IL","Cook IL","Glenview, IL",5381,0.1376 
"17","60025","17031","8021.00","IL","Cook IL","Glenview, IL",3573,0.0914 
"17","60025","17031","8022.00","IL","Cook IL","Glenview, IL",4410,0.1128 
"17","60025","17031","8052.01","IL","Cook IL","Glenview, IL",2472,0.0632 
"17","60025","17031","8052.02","IL","Cook IL","Glenview, IL",4028,0.103 
"17","60025","17031","8060.01","IL","Cook IL","Glenview, IL",761,0.0195 
"17","60025","17031","8086.00","IL","Cook IL","Glenview, IL",1533,0.0392 
"17","60026","17031","8016.07","IL","Cook IL","Glenview, IL",3521,0.264 
"17","60026","17031","8016.08","IL","Cook IL","Glenview, IL",2876,0.2157 
"17","60026","17031","8020.02","IL","Cook IL","Glenview, IL",935,0.0701 
"17","60026","17031","8020.03","IL","Cook IL","Glenview, IL",1171,0.0878 
"17","60026","17031","8023.00","IL","Cook IL","Glenview, IL",4832,0.3624 
"17","60029","17031","8086.00","IL","Cook IL","Golf, IL (PO boxes)",482,1 
"17","60030","17097","8611.05","IL","Lake IL","Grayslake, IL",4068,0.1128 
"17","60030","17097","8611.06","IL","Lake IL","Grayslake, IL",8263,0.2292 
"17","60030","17097","8611.07","IL","Lake IL","Grayslake, IL",4076,0.113 
"17","60030","17097","8611.08","IL","Lake IL","Grayslake, IL",6075,0.1685 
"17","60030","17097","8612.02","IL","Lake IL","Grayslake, IL",723,0.0201 
"17","60030","17097","8614.02","IL","Lake IL","Grayslake, IL",167,0.0046 
"17","60030","17097","8614.04","IL","Lake IL","Grayslake, IL",8,0.0002 
"17","60030","17097","8616.03","IL","Lake IL","Grayslake, IL",7,0.0002 
"17","60030","17097","8616.07","IL","Lake IL","Grayslake, IL",4442,0.1232 
"17","60030","17097","8616.08","IL","Lake IL","Grayslake, IL",3367,0.0934 
"17","60030","17097","8616.10","IL","Lake IL","Grayslake, IL",1714,0.0475 
"17","60030","17097","8616.11","IL","Lake IL","Grayslake, IL",219,0.0061 
"17","60030","17097","8636.01","IL","Lake IL","Grayslake, IL",29,0.0008 
"17","60030","17097","8641.01","IL","Lake IL","Grayslake, IL",2865,0.0795 
"17","60030","17097","8642.05","IL","Lake IL","Grayslake, IL",33,0.0009 
"17","60031","17097","8615.04","IL","Lake IL","Gurnee, IL",52,0.0014 
"17","60031","17097","8615.05","IL","Lake IL","Gurnee, IL",3615,0.0953 
"17","60031","17097","8615.06","IL","Lake IL","Gurnee, IL",1266,0.0334 
"17","60031","17097","8615.07","IL","Lake IL","Gurnee, IL",2859,0.0753 
"17","60031","17097","8615.08","IL","Lake IL","Gurnee, IL",3604,0.095 
"17","60031","17097","8615.09","IL","Lake IL","Gurnee, IL",3340,0.088 
"17","60031","17097","8615.10","IL","Lake IL","Gurnee, IL",3475,0.0916 
"17","60031","17097","8616.03","IL","Lake IL","Gurnee, IL",4996,0.1317 
"17","60031","17097","8616.04","IL","Lake IL","Gurnee, IL",3801,0.1002 
"17","60031","17097","8616.09","IL","Lake IL","Gurnee, IL",4799,0.1265 
"17","60031","17097","8616.10","IL","Lake IL","Gurnee, IL",1799,0.0474 
"17","60031","17097","8616.11","IL","Lake IL","Gurnee, IL",4180,0.1102 
"17","60031","17097","8626.03","IL","Lake IL","Gurnee, IL",161,0.0042 
"17","60033","17007","0106.01","IL","Boone IL","Harvard, IL",98,0.007 
"17","60033","17111","8701.01","IL","McHenry IL","Harvard, IL",2,0.0001 
"17","60033","17111","8702.00","IL","McHenry IL","Harvard, IL",4655,0.3344 
"17","60033","17111","8703.01","IL","McHenry IL","Harvard, IL",4657,0.3345 
"17","60033","17111","8703.02","IL","McHenry IL","Harvard, IL",4477,0.3216 
"17","60033","17111","8710.03","IL","McHenry IL","Harvard, IL",33,0.0024 
"17","60034","17111","8701.01","IL","McHenry IL","Hebron, IL",2021,0.9907 
"17","60034","17111","8702.00","IL","McHenry IL","Hebron, IL",19,0.0093 
"17","60035","17097","8647.00","IL","Lake IL","Highland Park, IL",2976,0.1 
"17","60035","17097","8652.00","IL","Lake IL","Highland Park, IL",413,0.0139 
"17","60035","17097","8653.00","IL","Lake IL","Highland Park, IL",3297,0.1108 
"17","60035","17097","8654.00","IL","Lake IL","Highland Park, IL",4193,0.1409 
"17","60035","17097","8655.01","IL","Lake IL","Highland Park, IL",2277,0.0765 
"17","60035","17097","8655.02","IL","Lake IL","Highland Park, IL",2420,0.0813 
"17","60035","17097","8656.00","IL","Lake IL","Highland Park, IL",3525,0.1184 
"17","60035","17097","8657.00","IL","Lake IL","Highland Park, IL",5781,0.1942 
"17","60035","17097","8658.01","IL","Lake IL","Highland Park, IL",3084,0.1036 
"17","60035","17097","8658.02","IL","Lake IL","Highland Park, IL",1797,0.0604 
"17","60040","17097","8652.00","IL","Lake IL","Highwood, IL",5302,0.9762 
"17","60040","17097","8654.00","IL","Lake IL","Highwood, IL",39,0.0072 
"17","60040","17097","8655.01","IL","Lake IL","Highwood, IL",90,0.0166 
"17","60041","17097","8609.03","IL","Lake IL","Ingleside, IL",1302,0.1408 
"17","60041","17097","8609.04","IL","Lake IL","Ingleside, IL",1157,0.1251 
"17","60041","17097","8609.05","IL","Lake IL","Ingleside, IL",5631,0.6088 
"17","60041","17097","8609.06","IL","Lake IL","Ingleside, IL",874,0.0945 
"17","60041","17097","8610.10","IL","Lake IL","Ingleside, IL",245,0.0265 
"17","60041","17097","8613.01","IL","Lake IL","Ingleside, IL",41,0.0044 
"17","60042","17097","8642.03","IL","Lake IL","Island Lake, IL",3013,0.3525 
"17","60042","17097","8642.04","IL","Lake IL","Island Lake, IL",751,0.0879 
"17","60042","17111","8708.11","IL","McHenry IL","Island Lake, IL",1413,0.1653 
"17","60042","17111","8708.12","IL","McHenry IL","Island Lake, IL",3370,0.3943 
"17","60043","17031","8005.00","IL","Cook IL","Kenilworth, IL",113,0.045 
"17","60043","17031","8006.00","IL","Cook IL","Kenilworth, IL",2400,0.955 
"17","60044","17097","8630.04","IL","Lake IL","Lake Bluff, IL",226,0.0231 
"17","60044","17097","8632.02","IL","Lake IL","Lake Bluff, IL",4861,0.4964 
"17","60044","17097","8633.00","IL","Lake IL","Lake Bluff, IL",2736,0.2794 
"17","60044","17097","8637.02","IL","Lake IL","Lake Bluff, IL",1743,0.178 
"17","60044","17097","8662.00","IL","Lake IL","Lake Bluff, IL",226,0.0231 
"17","60045","17097","8634.00","IL","Lake IL","Lake Forest, IL",4257,0.2034 
"17","60045","17097","8635.00","IL","Lake IL","Lake Forest, IL",4243,0.2028 
"17","60045","17097","8646.01","IL","Lake IL","Lake Forest, IL",3733,0.1784 
"17","60045","17097","8646.02","IL","Lake IL","Lake Forest, IL",3955,0.189 
"17","60045","17097","8650.00","IL","Lake IL","Lake Forest, IL",1363,0.0651 
"17","60045","17097","8662.00","IL","Lake IL","Lake Forest, IL",3374,0.1612 
"17","60046","17097","8608.09","IL","Lake IL","Lake Villa, IL",18,0.0005 
"17","60046","17097","8608.11","IL","Lake IL","Lake Villa, IL",374,0.0107 
"17","60046","17097","8610.07","IL","Lake IL","Lake Villa, IL",4359,0.1241 
"17","60046","17097","8610.08","IL","Lake IL","Lake Villa, IL",5181,0.1476 
"17","60046","17097","8610.09","IL","Lake IL","Lake Villa, IL",5146,0.1466 
"17","60046","17097","8610.10","IL","Lake IL","Lake Villa, IL",3855,0.1098 
"17","60046","17097","8610.11","IL","Lake IL","Lake Villa, IL",3120,0.0889 
"17","60046","17097","8610.12","IL","Lake IL","Lake Villa, IL",4752,0.1353 
"17","60046","17097","8610.13","IL","Lake IL","Lake Villa, IL",3106,0.0885 
"17","60046","17097","8610.14","IL","Lake IL","Lake Villa, IL",2325,0.0662 
"17","60046","17097","8611.06","IL","Lake IL","Lake Villa, IL",25,0.0007 
"17","60046","17097","8612.02","IL","Lake IL","Lake Villa, IL",821,0.0234 
"17","60046","17097","8616.04","IL","Lake IL","Lake Villa, IL",1703,0.0485 
"17","60046","17097","8616.09","IL","Lake IL","Lake Villa, IL",45,0.0013 
"17","60046","17097","8616.11","IL","Lake IL","Lake Villa, IL",256,0.0073 
"17","60046","17097","8660.00","IL","Lake IL","Lake Villa, IL",25,0.0007 
"17","60047","17097","8641.01","IL","Lake IL","Lake Zurich, IL",1478,0.0355 
"17","60047","17097","8644.02","IL","Lake IL","Lake Zurich, IL",6874,0.165 
"17","60047","17097","8644.03","IL","Lake IL","Lake Zurich, IL",4844,0.1162 
"17","60047","17097","8644.07","IL","Lake IL","Lake Zurich, IL",5075,0.1218 
"17","60047","17097","8644.08","IL","Lake IL","Lake Zurich, IL",5668,0.136 
"17","60047","17097","8644.09","IL","Lake IL","Lake Zurich, IL",4631,0.1111 
"17","60047","17097","8644.10","IL","Lake IL","Lake Zurich, IL",5219,0.1252 
"17","60047","17097","8644.11","IL","Lake IL","Lake Zurich, IL",1498,0.0359 
"17","60047","17097","8644.12","IL","Lake IL","Lake Zurich, IL",2251,0.054 
"17","60047","17097","8645.11","IL","Lake IL","Lake Zurich, IL",1062,0.0255 
"17","60047","17097","8645.12","IL","Lake IL","Lake Zurich, IL",948,0.0228 
"17","60047","17097","8645.15","IL","Lake IL","Lake Zurich, IL",1411,0.0339 
"17","60047","17097","8645.17","IL","Lake IL","Lake Zurich, IL",599,0.0144 
"17","60047","17097","8645.18","IL","Lake IL","Lake Zurich, IL",111,0.0027 
"17","60048","17097","8616.03","IL","Lake IL","Libertyville, IL",895,0.0308 
"17","60048","17097","8616.08","IL","Lake IL","Libertyville, IL",87,0.003 
"17","60048","17097","8636.01","IL","Lake IL","Libertyville, IL",3526,0.1212 
"17","60048","17097","8636.03","IL","Lake IL","Libertyville, IL",3656,0.1257 
"17","60048","17097","8636.04","IL","Lake IL","Libertyville, IL",2916,0.1002 
"17","60048","17097","8637.01","IL","Lake IL","Libertyville, IL",4500,0.1547 
"17","60048","17097","8637.02","IL","Lake IL","Libertyville, IL",1999,0.0687 
"17","60048","17097","8638.01","IL","Lake IL","Libertyville, IL",4690,0.1612 
"17","60048","17097","8639.03","IL","Lake IL","Libertyville, IL",4388,0.1508 
"17","60048","17097","8639.04","IL","Lake IL","Libertyville, IL",1968,0.0676 
"17","60048","17097","8641.01","IL","Lake IL","Libertyville, IL",4,0.0001 
"17","60048","17097","8641.06","IL","Lake IL","Libertyville, IL",4,0.0001 
"17","60048","17097","8662.00","IL","Lake IL","Libertyville, IL",462,0.0159 
"17","60050","17097","8609.04","IL","Lake IL","Mchenry, IL",299,0.0095 
"17","60050","17111","8705.00","IL","McHenry IL","Mchenry, IL",3058,0.0967 
"17","60050","17111","8706.03","IL","McHenry IL","Mchenry, IL",4623,0.1462 
"17","60050","17111","8706.04","IL","McHenry IL","Mchenry, IL",4363,0.138 
"17","60050","17111","8706.05","IL","McHenry IL","Mchenry, IL",6419,0.203 
"17","60050","17111","8706.06","IL","McHenry IL","Mchenry, IL",4153,0.1313 
"17","60050","17111","8707.04","IL","McHenry IL","Mchenry, IL",778,0.0246 
"17","60050","17111","8708.03","IL","McHenry IL","Mchenry, IL",3591,0.1136 
"17","60050","17111","8708.09","IL","McHenry IL","Mchenry, IL",3443,0.1089 
"17","60050","17111","8708.10","IL","McHenry IL","Mchenry, IL",893,0.0282 
"17","60051","17097","8609.04","IL","Lake IL","Mchenry, IL",3007,0.1194 
"17","60051","17097","8642.03","IL","Lake IL","Mchenry, IL",1121,0.0445 
"17","60051","17111","8701.02","IL","McHenry IL","Mchenry, IL",15,0.0006 
"17","60051","17111","8706.04","IL","McHenry IL","Mchenry, IL",1626,0.0645 
"17","60051","17111","8707.02","IL","McHenry IL","Mchenry, IL",7686,0.3051 
"17","60051","17111","8707.03","IL","McHenry IL","Mchenry, IL",4916,0.1951 
"17","60051","17111","8707.04","IL","McHenry IL","Mchenry, IL",2966,0.1177 
"17","60051","17111","8708.11","IL","McHenry IL","Mchenry, IL",3207,0.1273 
"17","60051","17111","8708.12","IL","McHenry IL","Mchenry, IL",648,0.0257 
"17","60053","17031","8053.01","IL","Cook IL","Morton Grove, IL",2302,0.099 
"17","60053","17031","8053.02","IL","Cook IL","Morton Grove, IL",3602,0.1549 
"17","60053","17031","8083.01","IL","Cook IL","Morton Grove, IL",5615,0.2414 
"17","60053","17031","8083.02","IL","Cook IL","Morton Grove, IL",3257,0.14 
"17","60053","17031","8084.00","IL","Cook IL","Morton Grove, IL",4411,0.1896 
"17","60053","17031","8085.00","IL","Cook IL","Morton Grove, IL",4073,0.1751 
"17","60056","17031","8026.05","IL","Cook IL","Mount Prospect, IL",2521,0.0457 
"17","60056","17031","8026.08","IL","Cook IL","Mount Prospect, IL",1457,0.0264 
"17","60056","17031","8026.10","IL","Cook IL","Mount Prospect, IL",1587,0.0287 
"17","60056","17031","8027.01","IL","Cook IL","Mount Prospect, IL",6952,0.1259 
"17","60056","17031","8027.02","IL","Cook IL","Mount Prospect, IL",3224,0.0584 
"17","60056","17031","8028.01","IL","Cook IL","Mount Prospect, IL",551,0.01 
"17","60056","17031","8028.02","IL","Cook IL","Mount Prospect, IL",6594,0.1194 
"17","60056","17031","8049.01","IL","Cook IL","Mount Prospect, IL",6482,0.1174 
"17","60056","17031","8049.02","IL","Cook IL","Mount Prospect, IL",1326,0.024 
"17","60056","17031","8050.01","IL","Cook IL","Mount Prospect, IL",4694,0.085 
"17","60056","17031","8050.02","IL","Cook IL","Mount Prospect, IL",6941,0.1257 
"17","60056","17031","8051.07","IL","Cook IL","Mount Prospect, IL",2677,0.0485 
"17","60056","17031","8051.08","IL","Cook IL","Mount Prospect, IL",5284,0.0957 
"17","60056","17031","8051.09","IL","Cook IL","Mount Prospect, IL",1713,0.031 
"17","60056","17031","8051.10","IL","Cook IL","Mount Prospect, IL",881,0.016 
"17","60056","17031","8051.11","IL","Cook IL","Mount Prospect, IL",2335,0.0423 
"17","60060","17097","8640.01","IL","Lake IL","Mundelein, IL",6360,0.171 
"17","60060","17097","8640.02","IL","Lake IL","Mundelein, IL",6283,0.1689 
