zpid,longitude,latitude,bathrooms,bedrooms,address,price,zipcode
446364008,-87.64295,41.83695,1.0,2.0,3138 S Lowe Ave #1F,1950.0,60616
446317536,-87.622314,41.837177,1.0,2.0,3138 S Indiana Ave #LL4,1500.0,60616
2053764853,-87.627426,41.850742,1.0,1.0,2310 S State St APT 619,1784.0,60616
446261092,-87.638985,41.84296,1.0,2.0,460 W 28th Pl #3F,1895.0,60616
2073142793,-87.64355,41.858612,1.0,2.0,1719 S Ruble St #2,1850.0,60616
446232556,-87.62332,41.850834,1.0,1.0,2303 S Michigan Ave #710,2213.0,60616
2056549141,-87.64553,41.85813,2.0,4.0,717 W 17th Pl #2,2625.0,60616
446230255,-87.63899,41.842968,1.0,1.0,460 W 28th Pl APT 2F,1695.0,60616
80842119,-87.623436,41.856125,2.0,1.0,1919 S Michigan Ave UNIT 400,2300.0,60616
65574473,-87.621765,41.855747,1.0,1.0,212 E Cullerton St APT 1010,1900.0,60616
445992507,-87.64483,41.84286,1.0,1.0,2821 S Emerald Ave APT 1F,1400.0,60616
2069898793,-87.626595,41.847965,0.0,4.0,2441 S State St,7000.0,60616
2071059112,-87.64286,41.83325,1.0,3.0,3340 S Lowe Ave UNIT 1,1575.0,60616
2057466318,-87.64546,41.84042,1.0,3.0,2942 S Emerald Ave UNIT 2,1650.0,60616
2069893885,-87.638725,41.848667,2.0,3.0,2410 S Canal St APT 2,1800.0,60616
441805240,-87.632614,41.841045,1.0,1.0,2901 S Wells St #2R,1300.0,60616
2079450381,-87.641,41.835762,1.0,2.0,3215 S Wallace St #1B,1690.0,60616
2068405405,-87.63237,41.83477,1.0,3.0,216 W 33rd St #1,2000.0,60616
3882415,-87.61902,41.832882,4.0,4.0,3363 S Giles Ave,3675.0,60616
446694701,-87.60951,41.831905,2.0,2.0,639 E Woodland Park #503,2228.0,60616
70474297,-87.62783,41.855804,1.0,1.0,1910 S State St APT 332,2300.0,60616
2095029995,-87.61834,41.847378,2.0,2.0,317 E 25th St UNIT 3E,2500.0,60616
2067253646,-87.6419,41.84369,1.0,2.0,2724 S Wallace St #2F,1550.0,60616
2067988111,-87.62603,41.854515,2.0,2.0,2024 S Wabash Ave,2700.0,60616
446668028,-87.645096,41.857742,1.0,2.0,1750 S Union Ave #2R,1750.0,60616
446364008,-87.64295,41.83695,1.0,2.0,3138 S Lowe Ave #1F,1950.0,60616
446317536,-87.622314,41.837177,1.0,2.0,3138 S Indiana Ave #LL4,1500.0,60616
2053764853,-87.627426,41.850742,1.0,1.0,2310 S State St APT 619,1784.0,60616
446261092,-87.638985,41.84296,1.0,2.0,460 W 28th Pl #3F,1895.0,60616
2073142793,-87.64355,41.858612,1.0,2.0,1719 S Ruble St #2,1850.0,60616
446232556,-87.62332,41.850834,1.0,1.0,2303 S Michigan Ave #710,2213.0,60616
2056549141,-87.64553,41.85813,2.0,4.0,717 W 17th Pl #2,2625.0,60616
446230255,-87.63899,41.842968,1.0,1.0,460 W 28th Pl APT 2F,1695.0,60616
80842119,-87.623436,41.856125,2.0,1.0,1919 S Michigan Ave UNIT 400,2300.0,60616
65574473,-87.621765,41.855747,1.0,1.0,212 E Cullerton St APT 1010,1900.0,60616
445992507,-87.64483,41.84286,1.0,1.0,2821 S Emerald Ave APT 1F,1400.0,60616
2069898793,-87.626595,41.847965,0.0,4.0,2441 S State St,7000.0,60616
2071059112,-87.64286,41.83325,1.0,3.0,3340 S Lowe Ave UNIT 1,1575.0,60616
2057466318,-87.64546,41.84042,1.0,3.0,2942 S Emerald Ave UNIT 2,1650.0,60616
446749448,-87.54881,41.74665,1.0,2.0,8159 S Coles Ave #2F,1100.0,60617
443050850,-87.53927,41.72143,1.0,2.0,9550 S Ave N APT 2R,2100.0,60617
441803978,-87.55402,41.729755,1.0,4.0,2871 E 91st St #2,2000.0,60617
2091874194,-87.55242,41.746807,1.0,2.0,8149 S Exchange Ave,1300.0,60617
446734240,-87.55716,41.7486,1.0,1.0,8049 S Manistee Ave,1150.0,60617
443091363,-87.56111,41.69896,1.0,3.0,10800 S Hoxie Ave #2F,1600.0,60617
2069771050,-87.553734,41.73034,1.0,2.0,2900 E 91st St #9043-2,1035.0,60617
446709901,-87.56769,41.739967,1.0,2.0,8526 S Oglesby Ave #1F,1455.0,60617
446704889,-87.56989,41.751446,1.0,1.0,7846 S Luella Ave #3H,1300.0,60617
443620676,-87.53857,41.718353,1.0,3.0,9737 S Ave N #1F,1500.0,60617
443906963,-87.55672,41.742245,1.0,2.0,8414 S Burnham Ave #1,1200.0,60617
352431958,-87.55232,41.737904,1.0,2.0,8643 S Exchange Ave #4,1300.0,60617
4136629,,,1.0,3.0,(undisclosed Address),1700.0,60617
443557808,-87.53132,41.689598,1.0,2.0,11315 S Avenue G #1,1500.0,60617
2069101319,-87.54486,41.736744,1.0,3.0,8722 S Buffalo Ave #2,1650.0,60617
442637937,-87.55454,41.734818,1.0,2.0,8820 S Escanaba Ave UNIT 1R,1120.0,60617
2093093946,-87.5641,41.747826,1.0,2.0,8100 S Essex Ave APT G,1095.0,60617
2075757214,-87.538055,41.71127,1.0,3.0,10122 S Avenue M,2400.0,60617
353648804,-87.564125,41.751175,1.0,2.0,7918 S Essex Ave #3,1275.0,60617
4167850,-87.56435,41.720154,1.0,3.0,9619 S Yates Blvd,2200.0,60617
446059559,-87.54604,41.730785,1.0,3.0,9038 S Burley Ave #2,1800.0,60617
4137073,-87.56554,41.714695,2.0,4.0,9919 S Oglesby Ave,1775.0,60617
2117824236,-87.56414,41.750397,1.0,2.0,7946 S Essex Ave,1400.0,60617
2069108130,-87.556076,41.748394,1.0,2.0,2806 E 81st St #2,1495.0,60617
4135786,-87.57712,41.71918,1.0,3.0,9661 S Van Vlissingen Rd,1850.0,60617
2068985249,-87.550644,41.747833,2.0,5.0,8112 S Houston Ave,2500.0,60617
445906715,-87.56892,41.74275,1.0,2.0,2252 E 84th St #1E,1500.0,60617
445906452,-87.568886,41.742752,1.0,3.0,2254 E 84th St #1W,2050.0,60617
4137030,-87.56866,41.713757,1.0,3.0,2250 E 100th St,1800.0,60617
444093210,-87.544014,41.735153,1.0,3.0,8815 S Buffalo Ave UNIT 2,1600.0,60617
4136014,-87.57065,41.719414,1.0,2.0,9641 S Merrill Ave,1600.0,60617
4111527,-87.57235,41.733994,2.0,3.0,8842 S Merrill Ave,1800.0,60617
445777163,-87.57813,41.751358,1.0,0.0,1903 E 79th St APT 304,895.0,60617
343550690,-87.56407,41.750366,1.0,2.0,7948 S Essex Ave,1250.0,60617
441111229,-87.5712,41.741978,1.0,3.0,8416 S Paxton Ave #1,1550.0,60617
2117813031,-87.562935,41.75124,1.0,1.0,7914 S Kingston Ave APT 3W,915.0,60617
101275562,-87.55374,41.750538,1.0,3.0,7947 S Escanaba Ave #1,1500.0,60617
4172517,-87.53804,41.68873,1.0,3.0,11344 S Avenue M,2000.0,60617
4137014,-87.569084,41.714443,1.0,3.0,9927 S Paxton Ave,1495.0,60617
4135819,-87.57617,41.720264,2.0,3.0,9609 S Euclid Ave,1975.0,60617
2104194989,-87.56457,41.741356,1.0,3.0,8445 S Phillips Ave #1,1700.0,60617
445798485,-87.556175,41.75119,2.0,4.0,7921 S Burnham Ave #2,1790.0,60617
443937161,-87.5629,41.7484,2.0,3.0,8052 S Kingston Ave #2,1500.0,60617
2105645227,-87.553085,41.7422,1.0,2.0,8416 S Exchange Ave #2,1450.0,60617
4138121,-87.561646,41.70122,1.0,3.0,10653 S Calhoun Ave,1850.0,60617
4028385,-87.55358,41.74173,2.0,2.0,8437 S Escanaba Ave,1475.0,60617
2094506749,,,1.0,2.0,(undisclosed Address),1199.0,60617
443800254,-87.55947,41.72587,1.0,2.0,9305 S Saginaw Ave FLOOR 2,1100.0,60617
361369630,-87.54769,41.750675,1.0,2.0,7945 S South Shore Dr #2S,1240.0,60617
2069108742,-87.553024,41.739056,1.0,2.0,8600 S Exchange Ave APT 1,1021.0,60617
443738345,-87.560005,41.70479,1.0,2.0,10456 S Torrence Ave #1R,1400.0,60617
2057320525,-87.54406,41.73703,1.0,3.0,8713 S Buffalo Ave #2,1500.0,60617
443084585,-87.55671,41.741695,2.0,4.0,8434 S Burnham Ave #2,2500.0,60617
4027776,-87.56157,41.74238,2.0,3.0,8408 S Colfax Ave,2075.0,60617
2067755414,-87.54455,41.741642,1.0,3.0,8444 S Buffalo Ave #2,1550.0,60617
443703308,-87.5583,41.744797,1.0,1.0,2710 E 83rd St #1B,925.0,60617
2083204717,-87.56963,41.75142,1.0,0.0,7903 S Luella Ave #7905-107,860.0,60617
2098245516,-87.560684,41.749973,1.0,2.0,2708 E 80th St #G,1375.0,60617
4136627,-87.56645,41.716087,2.0,3.0,2337 E 98th St,1700.0,60617
443685550,-87.562775,41.75077,1.0,2.0,7934 S Kingston Ave APT 3S,1095.0,60617
344396620,-87.56286,41.75065,1.0,3.0,7936 S Kingston Ave #2,1550.0,60617
443670663,-87.55233,41.73871,1.0,2.0,8615 S Exchange Ave APT 1,1021.0,60617
2106998292,-87.56218,41.74758,1.0,3.0,8117 S Kingston Ave APT 2,1200.0,60617
443624045,-87.55716,41.748634,1.0,2.0,8047 S Manistee Ave #3,1350.0,60617
2066369628,-87.554504,41.733334,1.0,4.0,8908 S Escanaba Ave #1,1400.0,60617
443619343,-87.54766,41.749416,1.0,3.0,8023 S South Shore Dr #2,1650.0,60617
2062725264,-87.577286,41.738735,1.0,2.0,1919 E 86th St #2,1250.0,60617
2060122603,-87.55809,41.75134,1.0,2.0,7914 S Manistee Ave #2REAR,1200.0,60617
400826824,-87.5585,41.743397,1.0,3.0,8339 S Marquette Ave #2,1850.0,60617
2078041699,-87.56216,41.74616,1.0,3.0,8201 S Kingston Ave #2541-2,1295.0,60617
2088241340,-87.55086,41.74798,1.0,1.0,3015 E 81st St,1050.0,60617
440008605,-87.55241,41.745735,1.0,2.0,8223 S Exchange Ave #2,1860.0,60617
4028609,-87.5439,41.743816,1.0,3.0,8331 S Buffalo Ave,1300.0,60617
440052886,-87.57745,41.738735,1.0,2.0,1915 E 86th St APT 3,1300.0,60617
401881882,-87.571945,41.750267,1.0,2.0,7947 S Merrill Ave #1,1350.0,60617
443294858,-87.57058,41.736874,1.0,1.0,2205 E 87th St APT 5,950.0,60617
443263298,-87.552414,41.745934,1.0,2.0,8213 S Exchange Ave #7,1686.0,60617
2076751002,-87.55226,41.730846,1.0,3.0,9035 S Exchange Ave #1,1400.0,60617
443215084,-87.55509,41.730324,1.0,3.0,2838 E 91st St UNIT 9047-3,1130.0,60617
2060192806,-87.53857,41.70621,1.0,4.0,10401 S Ave N #1,2500.0,60617
2070431535,-87.55198,41.74208,1.0,2.0,8438 S Baltimore Ave #1F,950.0,60617
441111232,-87.568756,41.74275,1.0,2.0,2254 E 84th St #1E,1595.0,60617
2070280452,-87.55857,41.74982,2.0,5.0,8003 S Marquette Ave,1850.0,60617
440065825,-87.554016,41.729748,1.0,4.0,2871 E 91st St,2200.0,60617
442637862,-87.56691,41.739822,1.0,3.0,8533 S Oglesby Ave #1,1500.0,60617
4027160,-87.555626,41.749317,1.0,6.0,8024 S Muskegon Ave,2200.0,60617
401781949,-87.57062,41.742744,1.0,2.0,2204 E 84th St #1,1150.0,60617
2110507147,-87.561745,41.727627,1.0,2.0,9215 S Kingston Ave APT 2R,1350.0,60617
2061725355,-87.56823,41.74047,1.0,2.0,8509 S Crandon Ave #3,1300.0,60617
2089512381,-87.55508,41.73318,2.0,3.0,8913 S Muskegon Ave FL 1ST,1850.0,60617
351946175,-87.55426,41.74031,1.0,2.0,8520 S Escanaba Ave UNIT 1,1250.0,60617
2065542106,-87.55555,41.72945,1.0,2.0,9116 S South Chicago Ave #1,1200.0,60617
2060534031,-87.58461,41.726585,1.0,0.0,9241 S Stony Island Ave #9241,1350.0,60617
2110776151,-87.55059,41.744053,1.0,4.0,8318 S Houston Ave #2,1800.0,60617
442673390,-87.557,41.721813,1.0,2.0,9528 S Manistee Ave #B,1400.0,60617
4167984,-87.56076,41.719532,1.0,2.0,9625 S Hoxie Ave,1600.0,60617
4027072,-87.55496,41.751072,1.0,4.0,7927 S Muskegon Ave,2175.0,60617
442299974,-87.56341,41.748432,1.0,2.0,8051 S Essex Ave #2N,1250.0,60617
2113076395,-87.53082,41.70809,1.0,3.0,10300 S Avenue F #2,2600.0,60617
4168867,-87.56262,41.71778,1.0,2.0,2529 E 97th Pl,1550.0,60617
2103020355,-87.57031,41.748173,1.0,1.0,2220 E 81st St #1,900.0,60617
2091046797,-87.54633,41.74505,1.0,2.0,8253 S Brandon Ave APT 1R,1000.0,60617
2104153732,-87.5647,41.751495,1.0,1.0,7901 S Phillips Ave,1000.0,60617
363559117,-87.560936,41.74569,1.0,2.0,8221 S Colfax Ave #10793342,1400.0,60617
2087301041,-87.54978,41.75079,1.0,4.0,3049 E 79th Pl #1,1400.0,60617
2143655446,-87.56064,41.714584,1.0,2.0,9925 S Hoxie Ave,1550.0,60617
346925427,-87.54926,41.729813,1.0,1.0,3039 E 91st St #10613,1515.0,60617
2060537365,,,1.0,2.0,(undisclosed Address),1400.0,60617
446749448,-87.54881,41.74665,1.0,2.0,8159 S Coles Ave #2F,1100.0,60617
443050850,-87.53927,41.72143,1.0,2.0,9550 S Ave N APT 2R,2100.0,60617
441803978,-87.55402,41.729755,1.0,4.0,2871 E 91st St #2,2000.0,60617
2091874194,-87.55242,41.746807,1.0,2.0,8149 S Exchange Ave,1300.0,60617
446734240,-87.55716,41.7486,1.0,1.0,8049 S Manistee Ave,1150.0,60617
443091363,-87.56111,41.69896,1.0,3.0,10800 S Hoxie Ave #2F,1600.0,60617
2069771050,-87.553734,41.73034,1.0,2.0,2900 E 91st St #9043-2,1035.0,60617
446709901,-87.56769,41.739967,1.0,2.0,8526 S Oglesby Ave #1F,1455.0,60617
446704889,-87.56989,41.751446,1.0,1.0,7846 S Luella Ave #3H,1300.0,60617
443620676,-87.53857,41.718353,1.0,3.0,9737 S Ave N #1F,1500.0,60617
443906963,-87.55672,41.742245,1.0,2.0,8414 S Burnham Ave #1,1200.0,60617
352431958,-87.55232,41.737904,1.0,2.0,8643 S Exchange Ave #4,1300.0,60617
4136629,,,1.0,3.0,(undisclosed Address),1700.0,60617
443557808,-87.53132,41.689598,1.0,2.0,11315 S Avenue G #1,1500.0,60617
2069101319,-87.54486,41.736744,1.0,3.0,8722 S Buffalo Ave #2,1650.0,60617
442637937,-87.55454,41.734818,1.0,2.0,8820 S Escanaba Ave UNIT 1R,1120.0,60617
2093093946,-87.5641,41.747826,1.0,2.0,8100 S Essex Ave APT G,1095.0,60617
2075757214,-87.538055,41.71127,1.0,3.0,10122 S Avenue M,2400.0,60617
353648804,-87.564125,41.751175,1.0,2.0,7918 S Essex Ave #3,1275.0,60617
4167850,-87.56435,41.720154,1.0,3.0,9619 S Yates Blvd,2200.0,60617
446059559,-87.54604,41.730785,1.0,3.0,9038 S Burley Ave #2,1800.0,60617
4137073,-87.56554,41.714695,2.0,4.0,9919 S Oglesby Ave,1775.0,60617
2117824236,-87.56414,41.750397,1.0,2.0,7946 S Essex Ave,1400.0,60617
2069108130,-87.556076,41.748394,1.0,2.0,2806 E 81st St #2,1495.0,60617
4135786,-87.57712,41.71918,1.0,3.0,9661 S Van Vlissingen Rd,1850.0,60617
2068985249,-87.550644,41.747833,2.0,5.0,8112 S Houston Ave,2500.0,60617
445906715,-87.56892,41.74275,1.0,2.0,2252 E 84th St #1E,1500.0,60617
445906452,-87.568886,41.742752,1.0,3.0,2254 E 84th St #1W,2050.0,60617
4137030,-87.56866,41.713757,1.0,3.0,2250 E 100th St,1800.0,60617
444093210,-87.544014,41.735153,1.0,3.0,8815 S Buffalo Ave UNIT 2,1600.0,60617
4136014,-87.57065,41.719414,1.0,2.0,9641 S Merrill Ave,1600.0,60617
4111527,-87.57235,41.733994,2.0,3.0,8842 S Merrill Ave,1800.0,60617
445777163,-87.57813,41.751358,1.0,0.0,1903 E 79th St APT 304,895.0,60617
343550690,-87.56407,41.750366,1.0,2.0,7948 S Essex Ave,1250.0,60617
441111229,-87.5712,41.741978,1.0,3.0,8416 S Paxton Ave #1,1550.0,60617
2117813031,-87.562935,41.75124,1.0,1.0,7914 S Kingston Ave APT 3W,915.0,60617
101275562,-87.55374,41.750538,1.0,3.0,7947 S Escanaba Ave #1,1500.0,60617
4172517,-87.53804,41.68873,1.0,3.0,11344 S Avenue M,2000.0,60617
446749448,-87.54881,41.74665,1.0,2.0,8159 S Coles Ave #2F,1100.0,60617
443050850,-87.53927,41.72143,1.0,2.0,9550 S Ave N APT 2R,2100.0,60617
441803978,-87.55402,41.729755,1.0,4.0,2871 E 91st St #2,2000.0,60617
2091874194,-87.55242,41.746807,1.0,2.0,8149 S Exchange Ave,1300.0,60617
446734240,-87.55716,41.7486,1.0,1.0,8049 S Manistee Ave,1150.0,60617
443091363,-87.56111,41.69896,1.0,3.0,10800 S Hoxie Ave #2F,1600.0,60617
2069771050,-87.553734,41.73034,1.0,2.0,2900 E 91st St #9043-2,1035.0,60617
446709901,-87.56769,41.739967,1.0,2.0,8526 S Oglesby Ave #1F,1455.0,60617
446704889,-87.56989,41.751446,1.0,1.0,7846 S Luella Ave #3H,1300.0,60617
443620676,-87.53857,41.718353,1.0,3.0,9737 S Ave N #1F,1500.0,60617
443906963,-87.55672,41.742245,1.0,2.0,8414 S Burnham Ave #1,1200.0,60617
352431958,-87.55232,41.737904,1.0,2.0,8643 S Exchange Ave #4,1300.0,60617
4136629,,,1.0,3.0,(undisclosed Address),1700.0,60617
443557808,-87.53132,41.689598,1.0,2.0,11315 S Avenue G #1,1500.0,60617
2069101319,-87.54486,41.736744,1.0,3.0,8722 S Buffalo Ave #2,1650.0,60617
442637937,-87.55454,41.734818,1.0,2.0,8820 S Escanaba Ave UNIT 1R,1120.0,60617
2093093946,-87.5641,41.747826,1.0,2.0,8100 S Essex Ave APT G,1095.0,60617
2075757214,-87.538055,41.71127,1.0,3.0,10122 S Avenue M,2400.0,60617
353648804,-87.564125,41.751175,1.0,2.0,7918 S Essex Ave #3,1275.0,60617
4167850,-87.56435,41.720154,1.0,3.0,9619 S Yates Blvd,2200.0,60617
446059559,-87.54604,41.730785,1.0,3.0,9038 S Burley Ave #2,1800.0,60617
4137073,-87.56554,41.714695,2.0,4.0,9919 S Oglesby Ave,1775.0,60617
2117824236,-87.56414,41.750397,1.0,2.0,7946 S Essex Ave,1400.0,60617
2069108130,-87.556076,41.748394,1.0,2.0,2806 E 81st St #2,1495.0,60617
4135786,-87.57712,41.71918,1.0,3.0,9661 S Van Vlissingen Rd,1850.0,60617
2068985249,-87.550644,41.747833,2.0,5.0,8112 S Houston Ave,2500.0,60617
445906715,-87.56892,41.74275,1.0,2.0,2252 E 84th St #1E,1500.0,60617
445906452,-87.568886,41.742752,1.0,3.0,2254 E 84th St #1W,2050.0,60617
4137030,-87.56866,41.713757,1.0,3.0,2250 E 100th St,1800.0,60617
444093210,-87.544014,41.735153,1.0,3.0,8815 S Buffalo Ave UNIT 2,1600.0,60617
4136014,-87.57065,41.719414,1.0,2.0,9641 S Merrill Ave,1600.0,60617
4111527,-87.57235,41.733994,2.0,3.0,8842 S Merrill Ave,1800.0,60617
445777163,-87.57813,41.751358,1.0,0.0,1903 E 79th St APT 304,895.0,60617
343550690,-87.56407,41.750366,1.0,2.0,7948 S Essex Ave,1250.0,60617
441111229,-87.5712,41.741978,1.0,3.0,8416 S Paxton Ave #1,1550.0,60617
2117813031,-87.562935,41.75124,1.0,1.0,7914 S Kingston Ave APT 3W,915.0,60617
101275562,-87.55374,41.750538,1.0,3.0,7947 S Escanaba Ave #1,1500.0,60617
4172517,-87.53804,41.68873,1.0,3.0,11344 S Avenue M,2000.0,60617
446749448,-87.54881,41.74665,1.0,2.0,8159 S Coles Ave #2F,1100.0,60617
443050850,-87.53927,41.72143,1.0,2.0,9550 S Ave N APT 2R,2100.0,60617
441803978,-87.55402,41.729755,1.0,4.0,2871 E 91st St #2,2000.0,60617
2091874194,-87.55242,41.746807,1.0,2.0,8149 S Exchange Ave,1300.0,60617
446734240,-87.55716,41.7486,1.0,1.0,8049 S Manistee Ave,1150.0,60617
443091363,-87.56111,41.69896,1.0,3.0,10800 S Hoxie Ave #2F,1600.0,60617
2069771050,-87.553734,41.73034,1.0,2.0,2900 E 91st St #9043-2,1035.0,60617
446709901,-87.56769,41.739967,1.0,2.0,8526 S Oglesby Ave #1F,1455.0,60617
446704889,-87.56989,41.751446,1.0,1.0,7846 S Luella Ave #3H,1300.0,60617
443620676,-87.53857,41.718353,1.0,3.0,9737 S Ave N #1F,1500.0,60617
443906963,-87.55672,41.742245,1.0,2.0,8414 S Burnham Ave #1,1200.0,60617
352431958,-87.55232,41.737904,1.0,2.0,8643 S Exchange Ave #4,1300.0,60617
4136629,,,1.0,3.0,(undisclosed Address),1700.0,60617
443557808,-87.53132,41.689598,1.0,2.0,11315 S Avenue G #1,1500.0,60617
2069101319,-87.54486,41.736744,1.0,3.0,8722 S Buffalo Ave #2,1650.0,60617
442637937,-87.55454,41.734818,1.0,2.0,8820 S Escanaba Ave UNIT 1R,1120.0,60617
2093093946,-87.5641,41.747826,1.0,2.0,8100 S Essex Ave APT G,1095.0,60617
2075757214,-87.538055,41.71127,1.0,3.0,10122 S Avenue M,2400.0,60617
353648804,-87.564125,41.751175,1.0,2.0,7918 S Essex Ave #3,1275.0,60617
4167850,-87.56435,41.720154,1.0,3.0,9619 S Yates Blvd,2200.0,60617
446059559,-87.54604,41.730785,1.0,3.0,9038 S Burley Ave #2,1800.0,60617
4137073,-87.56554,41.714695,2.0,4.0,9919 S Oglesby Ave,1775.0,60617
2117824236,-87.56414,41.750397,1.0,2.0,7946 S Essex Ave,1400.0,60617
2069108130,-87.556076,41.748394,1.0,2.0,2806 E 81st St #2,1495.0,60617
4135786,-87.57712,41.71918,1.0,3.0,9661 S Van Vlissingen Rd,1850.0,60617
2068985249,-87.550644,41.747833,2.0,5.0,8112 S Houston Ave,2500.0,60617
445906715,-87.56892,41.74275,1.0,2.0,2252 E 84th St #1E,1500.0,60617
445906452,-87.568886,41.742752,1.0,3.0,2254 E 84th St #1W,2050.0,60617
4137030,-87.56866,41.713757,1.0,3.0,2250 E 100th St,1800.0,60617
444093210,-87.544014,41.735153,1.0,3.0,8815 S Buffalo Ave UNIT 2,1600.0,60617
4136014,-87.57065,41.719414,1.0,2.0,9641 S Merrill Ave,1600.0,60617
4111527,-87.57235,41.733994,2.0,3.0,8842 S Merrill Ave,1800.0,60617
445777163,-87.57813,41.751358,1.0,0.0,1903 E 79th St APT 304,895.0,60617
343550690,-87.56407,41.750366,1.0,2.0,7948 S Essex Ave,1250.0,60617
441111229,-87.5712,41.741978,1.0,3.0,8416 S Paxton Ave #1,1550.0,60617
2117813031,-87.562935,41.75124,1.0,1.0,7914 S Kingston Ave APT 3W,915.0,60617
101275562,-87.55374,41.750538,1.0,3.0,7947 S Escanaba Ave #1,1500.0,60617
4172517,-87.53804,41.68873,1.0,3.0,11344 S Avenue M,2000.0,60617
446749448,-87.54881,41.74665,1.0,2.0,8159 S Coles Ave #2F,1100.0,60617
443050850,-87.53927,41.72143,1.0,2.0,9550 S Ave N APT 2R,2100.0,60617
441803978,-87.55402,41.729755,1.0,4.0,2871 E 91st St #2,2000.0,60617
2091874194,-87.55242,41.746807,1.0,2.0,8149 S Exchange Ave,1300.0,60617
446734240,-87.55716,41.7486,1.0,1.0,8049 S Manistee Ave,1150.0,60617
443091363,-87.56111,41.69896,1.0,3.0,10800 S Hoxie Ave #2F,1600.0,60617
2069771050,-87.553734,41.73034,1.0,2.0,2900 E 91st St #9043-2,1035.0,60617
446709901,-87.56769,41.739967,1.0,2.0,8526 S Oglesby Ave #1F,1455.0,60617
446704889,-87.56989,41.751446,1.0,1.0,7846 S Luella Ave #3H,1300.0,60617
443620676,-87.53857,41.718353,1.0,3.0,9737 S Ave N #1F,1500.0,60617
443906963,-87.55672,41.742245,1.0,2.0,8414 S Burnham Ave #1,1200.0,60617
352431958,-87.55232,41.737904,1.0,2.0,8643 S Exchange Ave #4,1300.0,60617
4136629,,,1.0,3.0,(undisclosed Address),1700.0,60617
443557808,-87.53132,41.689598,1.0,2.0,11315 S Avenue G #1,1500.0,60617
2069101319,-87.54486,41.736744,1.0,3.0,8722 S Buffalo Ave #2,1650.0,60617
442637937,-87.55454,41.734818,1.0,2.0,8820 S Escanaba Ave UNIT 1R,1120.0,60617
2093093946,-87.5641,41.747826,1.0,2.0,8100 S Essex Ave APT G,1095.0,60617
2075757214,-87.538055,41.71127,1.0,3.0,10122 S Avenue M,2400.0,60617
353648804,-87.564125,41.751175,1.0,2.0,7918 S Essex Ave #3,1275.0,60617
4167850,-87.56435,41.720154,1.0,3.0,9619 S Yates Blvd,2200.0,60617
446059559,-87.54604,41.730785,1.0,3.0,9038 S Burley Ave #2,1800.0,60617
4137073,-87.56554,41.714695,2.0,4.0,9919 S Oglesby Ave,1775.0,60617
2117824236,-87.56414,41.750397,1.0,2.0,7946 S Essex Ave,1400.0,60617
2069108130,-87.556076,41.748394,1.0,2.0,2806 E 81st St #2,1495.0,60617
4135786,-87.57712,41.71918,1.0,3.0,9661 S Van Vlissingen Rd,1850.0,60617
2068985249,-87.550644,41.747833,2.0,5.0,8112 S Houston Ave,2500.0,60617
445906715,-87.56892,41.74275,1.0,2.0,2252 E 84th St #1E,1500.0,60617
445906452,-87.568886,41.742752,1.0,3.0,2254 E 84th St #1W,2050.0,60617
4137030,-87.56866,41.713757,1.0,3.0,2250 E 100th St,1800.0,60617
444093210,-87.544014,41.735153,1.0,3.0,8815 S Buffalo Ave UNIT 2,1600.0,60617
4136014,-87.57065,41.719414,1.0,2.0,9641 S Merrill Ave,1600.0,60617
4111527,-87.57235,41.733994,2.0,3.0,8842 S Merrill Ave,1800.0,60617
445777163,-87.57813,41.751358,1.0,0.0,1903 E 79th St APT 304,895.0,60617
343550690,-87.56407,41.750366,1.0,2.0,7948 S Essex Ave,1250.0,60617
441111229,-87.5712,41.741978,1.0,3.0,8416 S Paxton Ave #1,1550.0,60617
2117813031,-87.562935,41.75124,1.0,1.0,7914 S Kingston Ave APT 3W,915.0,60617
101275562,-87.55374,41.750538,1.0,3.0,7947 S Escanaba Ave #1,1500.0,60617
4172517,-87.53804,41.68873,1.0,3.0,11344 S Avenue M,2000.0,60617
446749448,-87.54881,41.74665,1.0,2.0,8159 S Coles Ave #2F,1100.0,60617
443050850,-87.53927,41.72143,1.0,2.0,9550 S Ave N APT 2R,2100.0,60617
441803978,-87.55402,41.729755,1.0,4.0,2871 E 91st St #2,2000.0,60617
2091874194,-87.55242,41.746807,1.0,2.0,8149 S Exchange Ave,1300.0,60617
446734240,-87.55716,41.7486,1.0,1.0,8049 S Manistee Ave,1150.0,60617
443091363,-87.56111,41.69896,1.0,3.0,10800 S Hoxie Ave #2F,1600.0,60617
2069771050,-87.553734,41.73034,1.0,2.0,2900 E 91st St #9043-2,1035.0,60617
446709901,-87.56769,41.739967,1.0,2.0,8526 S Oglesby Ave #1F,1455.0,60617
446704889,-87.56989,41.751446,1.0,1.0,7846 S Luella Ave #3H,1300.0,60617
443620676,-87.53857,41.718353,1.0,3.0,9737 S Ave N #1F,1500.0,60617
443906963,-87.55672,41.742245,1.0,2.0,8414 S Burnham Ave #1,1200.0,60617
352431958,-87.55232,41.737904,1.0,2.0,8643 S Exchange Ave #4,1300.0,60617
4136629,,,1.0,3.0,(undisclosed Address),1700.0,60617
443557808,-87.53132,41.689598,1.0,2.0,11315 S Avenue G #1,1500.0,60617
2069101319,-87.54486,41.736744,1.0,3.0,8722 S Buffalo Ave #2,1650.0,60617
